gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Liver-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
VEZT	0.02427518612049848	1	12	0	0.24268016949994575	1	1
SEC31A	2.929349249702129e-5	1	18	0	0.24249639821694766	1	1
RPL11	0.02166613480407074	0	2	2	0.24239221622422658	1	1
PIAS2	0.01862010580642538	0.019838368092851087	4	1	-0.2417420190778523	1	1
TSPAN12	0.00138718295083573	0.23290338589697562	13	0	0.2413743349544643	1	1
SLC25A25	6.759314429382847e-4	0.24809626742551133	13	0	0.2409906812676579	1	1
PRPF3	0.004428977451061499	0.8173906618935367	15	0	0.2409776735808188	1	1
ADGRE5	0.03327500742607984	1	9	0	0.23960731915144184	1	1
GBA	0.032955051586122525	1	11	0	-0.23874067882016475	1	1
KLF12	1.4521511559491295e-4	0.08187449301453435	6	0	0.23830646247496012	1	1
ARHGAP24	0.012336946465982932	1	6	0	0.23617691518105952	1	1
TSNARE1	0.025625635348032402	0.32254428721013073	9	0	-0.23564954926016804	1	1
MYO1B	7.796794391193966e-10	1	8	0	0.23478535316980872	1	1
ACSL4	2.0741387716429686e-6	0.11490834821388274	10	0	0.23419091207871803	1	1
ZBTB20	0.045845456036660646	0.017431453275246294	12	1	0.2337627056948268	1	1
CDK12	0.016533198484585242	0.035260791973875674	10	1	0.233222349844835	1	1
LOC113246149_EPAS1	0.02717159237805007	1	6	0	0.23126503486484196	1	1
RRP1	0.04172353603295123	1	6	0	-0.2287851993482482	1	1
CLU	1.9543902328556624e-8	0.16427221012155543	8	0	-0.22760866377669106	1	1
CLOCK	0.004603306002421411	1	8	0	0.22751460397786546	1	1
VIM	3.161125905550168e-8	1.303459838161321e-4	3	1	-0.22719398773463606	1	1
CDC42BPA	3.0910441239366047e-7	0.0285530958881521	6	1	-0.22688957900535756	1	1
RPP38	0.03478645454839603	1	3	0	0.22634705585399656	1	1
DOCK6	0.007236612005376922	1	9	0	0.22559185849974125	1	1
CAT	2.9990569156209995e-5	0.3767672339144757	15	0	-0.22547719522277926	1	1
RORC	0.003128496750803194	1	9	0	0.22487704887872606	1	1
ARHGEF7	5.389223697581078e-4	1	16	0	0.2226718880143384	1	1
ALB	1.5757028245444187e-6	0.4023673039184113	16	0	-0.22241732841327141	1	1
LOC113270621	4.271903040620833e-4	0.009339387325771314	6	1	0.22226574833236495	1	1
PEPD	0.00798583398967725	1	5	0	0.2194321233195604	1	1
GANC	0.04306502866902096	1	8	0	0.21837429560723687	1	1
AKAP13	0.014567192688630864	1	13	0	0.21826112834225012	1	1
ASGR1	0.010663280954418064	0.006087609143860602	5	1	-0.21810260259162167	1	1
PICALM	0.0011238682925665767	0.0012816604711023939	6	1	0.2177251654181689	1	1
HSPA4	4.982376324842424e-4	0.549328925065257	5	0	-0.21685979708607217	1	1
SH3GLB1	0.0035964980205951944	0.003398022717574135	7	1	0.216705895690913	1	1
RAP1A	0.025854045368212203	1	6	0	-0.21598869871115856	1	1
PCMTD1	5.157135149380241e-6	1	11	0	0.21588731285214202	1	1
CHD8	0.007887091681268391	0.49636180062652696	6	0	0.2157260232136824	1	1
SNRNP70	0.013090660972252323	0.07574662955123936	7	0	0.21528844706926092	1	1
HECTD1	0.013300355645133065	1	9	0	0.21392973736231344	1	1
PPP4R3A	0.030337391636981056	0.4608499856557091	7	0	0.21192752894260042	1	1
FLII	0.02166613480407074	1	10	0	0.21099141241669517	1	1
SNX14	3.2689110740924735e-4	1	22	0	0.2105901256773345	1	1
LOC113261047	0.0350043979029433	1	7	0	-0.21023455908085087	1	1
RREB1	0.0029423960487834854	1	7	0	0.21006581322934165	1	1
B2M	0.049354356481915586	0.010392707411549594	3	2	0.2095223666990909	1	1
NMI	2.0853006304117974e-4	0.8910459416676076	9	0	0.2094507083003989	1	1
UBAP2L	0.03694025044968884	1	15	0	0.20871378995856882	1	1
CORO1C	0.03402672738721858	1	5	0	0.20843835235894104	1	1
VPS13D	0.011115030575237975	0.021693670509823557	4	1	0.20551148661206595	1	1
NFE2L2	0.006156982161593182	0.06097913237160881	7	0	-0.20449757994538434	1	1
PHLDB2	0.0032594364251367115	0.7598583038640128	13	0	-0.20348815625504768	1	1
ABI1	4.329203229338722e-4	0.7744711257278801	9	0	0.20183414404089042	1	1
LIMCH1	0.024019932730390117	1	7	0	-0.2004123560704113	1	1
DCUN1D1	2.682417602224056e-4	1	14	0	0.19766042871395942	1	1
DCN	0.048739565835321144	0	2	2	0.19760782945729205	1	1
BRD2	0.002326886893146224	1	13	0	-0.19629904561018408	1	1
MAGED2	0.011320499383338517	0.02808165540887646	5	1	0.1957327286483261	1	1
RDX	2.5664015618830647e-7	2.0517540514729194e-5	5	1	-0.1955244814034781	1	1
THRAP3	0.0035053115761567986	0.4952281399817008	8	0	0.19475566337533387	1	1
LOC113252869	0.0019643509162996786	1	5	0	-0.19412220864249666	1	1
NCOR1	0.0047016838472497486	0.06889712037179532	8	0	0.1929131321159034	1	1
TSN	0.04906605864979021	1	3	0	0.1929125400972705	1	1
HADHB	0.0323737421912309	1	9	0	0.1908817145019744	1	1
HNRNPA2B1	2.339016355307385e-7	1	10	0	0.18880474267147418	1	1
NSD1	0.008888615114463485	1	8	0	0.1882590056247576	1	1
PRRC2C	0.01649601891338456	0.0352607316765393	8	1	-0.18652955791281067	1	1
TRAK1	2.615782386850829e-4	0.5294451832272548	7	0	0.18650778786630057	1	1
LRP1	0.032594491109260715	0	2	2	0.18608114294966072	1	1
DDX1	0.043944512359494425	1	8	0	-0.18575010936882275	1	1
STAT1	0.0034402454080091605	0.16687427099089144	8	0	0.1856159373795987	1	1
NR1I2	0.04321269285511744	1	14	0	-0.18509711661552442	1	1
HIBADH	0.013307831350954457	0.08929530792455337	10	0	0.1832983334163826	1	1
TMCO3	0.008888615114463485	1	15	0	0.18308765982436323	1	1
ECI2	0.026911657640535214	0.1327197324203739	9	0	0.18236179711773423	1	1
NPC1	0.015753365585823163	1	5	0	0.1809631952696813	1	1
ALDH9A1	0.004174320366892172	1	7	0	0.18072090659446133	1	1
HDLBP	5.92286971585839e-4	1	11	0	0.18042605311057044	1	1
AMPD2	0.04264206300186807	1	14	0	0.17827558189438275	1	1
LOC113254378	0.04265272865113286	1	9	0	0.17729731315309957	1	1
BTD	0.018701305405219398	1	11	0	-0.1763366016648297	1	1
ITSN1	0.0038930382095164638	1	14	0	-0.17380160022815103	1	1
SH3BGRL2	0.03988300004957266	1	3	0	0.1736583689746086	1	1
LOC113248518	0.0023805603495493737	1	16	0	0.17355841746890385	1	1
PTPRG	4.925499750262702e-4	1	5	0	-0.1713659100742559	1	1
SON	0.026330380140684	1	8	0	-0.17067758235182798	1	1
COPA	0.0490304029566802	1	10	0	-0.16779487929737608	1	1
CALU	0.018985786259381632	1	8	0	-0.1668857964538685	1	1
HERC3	4.106065979588181e-5	0.09812131028233516	16	0	0.16376242419084172	1	1
INSIG2	0.0350043979029433	1	9	0	-0.1614029599382344	1	1
AMOTL2	0.011263231409300982	1	5	0	-0.1609004812422215	1	1
USP11	0.00639830831334847	1	17	0	-0.16061723246199625	1	1
SDHA	0.019112208931531857	1	8	0	0.15597950326033116	1	1
CTNND1	2.7225708574120605e-4	1	10	0	0.15579933615797306	1	1
TRIP12	0.03949240305446653	1	11	0	0.15426927059948053	1	1
ATP2C1	0.0010318730775753908	1	11	0	-0.15378702651047146	1	1
VAPA	0.03191323373018459	1	4	0	0.15311227006030392	1	1
GPBP1L1	0.011401991837174415	1	14	0	-0.15135608517301297	1	1
GPI	0.014523723504910406	1	5	0	0.14943805415752526	1	1
SEC63	0.010264059728548148	1	8	0	0.14839843373058367	1	1
LOC113265126	0.00846575482287234	1	4	0	0.14784828389247362	1	1
LOC113265994	0.0033600295376905232	1	10	0	-0.1474075698542875	1	1
CHPT1	0.018966254251080727	1	3	0	0.1458842651020707	1	1
None	1.0537363433478466e-6	1	3	0	-0.138118103203472	1	1
ERGIC1	0.03654396451486244	1	8	0	-0.1355287725345887	1	1
PNP	8.899668773701626e-7	1	5	0	0.1322299834426995	1	1
PRKAR1A	0.009630762418416565	1	6	0	0.1316971411156837	1	1
P4HB	0.040474282413541826	0	2	2	-0.12788819630571568	1	1
LOC113253526	0.011320499383338517	1	4	0	-0.12699199867251476	1	1
COQ9	0.017435737465900523	1	7	0	0.1267848302428039	1	1
GTF2I	0.02839392152553134	1	13	0	0.12335432273652716	1	1
PCBP2	0.01486354099174839	1	9	0	-0.12052986176868904	1	1
LOC113267312	0.013090660972252323	0	2	2	0.11586372315052418	1	1
