Orthogroup	ursMar.longCDS.prots	homSap.longCDS.prots
OG0005218	rna24782	ENST00000360716.7
OG0005219	rna24781	ENST00000379661.7
OG0005220	rna24780	ENST00000541240.5
OG0005221	rna24778	ENST00000290871.9
OG0005222	rna24777	ENST00000299237.2
OG0005223	rna24776	ENST00000219281.7
OG0005224	rna24775	ENST00000219271.3
OG0005225	rna24771	ENST00000219299.8
OG0005226	rna24767	ENST00000567164.5
OG0005227	rna24766	ENST00000426538.6
OG0005228	rna24762	ENST00000219315.8
OG0005229	rna24758	ENST00000317147.9
OG0005230	rna24755	ENST00000570101.5
OG0005231	rna24748	ENST00000341529.7
OG0005232	rna24747	ENST00000536005.6
OG0005233	rna24744	ENST00000616804.5, ENST00000264001.8
OG0005234	rna24741	ENST00000379500.6
OG0005235	rna24740	ENST00000268595.2
OG0005236	rna24736	ENST00000424011.6
OG0005237	rna24734	ENST00000330687.8
OG0005238	rna24733	ENST00000258198.6
OG0005239	rna24730	ENST00000558713.6
OG0005240	rna24729	ENST00000359087.8
OG0005241	rna24728	ENST00000338437.6
OG0005242	rna24727	ENST00000311765.3
OG0005243	rna24723	ENST00000299752.8
OG0005244	rna24722	ENST00000420652.5
OG0005245	rna24721	ENST00000422424.6
OG0005246	rna24717	ENST00000317091.8
OG0005248	rna24711	ENST00000412916.6
OG0005249	rna24710	ENST00000569600.5
OG0005250	rna24709	ENST00000449549.3
OG0005251	rna24707	ENST00000345057.8
OG0005252	rna24703	ENST00000521374.5
OG0005253	rna24702	ENST00000564053.5
OG0005254	rna24701	ENST00000290881.11
OG0005255	rna24700	ENST00000314586.10
OG0005256	rna24699	ENST00000379378.7
OG0005257	rna24696	ENST00000393997.6
OG0005258	rna24692	ENST00000304800.13
OG0005259	rna24689	ENST00000299798.15
OG0005260	rna24688	ENST00000360461.9
OG0005261	rna24687	ENST00000304372.5
OG0005262	rna24686	ENST00000329956.10
OG0005263	rna24685	ENST00000393957.6
OG0005264	rna24684	ENST00000348579.6
OG0005265	rna24681	ENST00000290953.2
OG0005266	rna24680	ENST00000422602.8
OG0005267	rna24675	ENST00000264010.8
OG0005268	rna24674	ENST00000334583.10
OG0005269	rna24673	ENST00000620338.4
OG0005270	rna24672	ENST00000219255.3
OG0005271	rna24670	ENST00000243878.8
OG0005272	rna24669	ENST00000403458.8
OG0005273	rna24667	ENST00000268797.11
OG0005274	rna24665	ENST00000561639.5
OG0005275	rna24659	ENST00000562787.5
OG0005276	rna24658	ENST00000303596.2
OG0005277	rna24656	ENST00000219169.8
OG0005278	rna24655	ENST00000358933.9
OG0005279	rna24651	ENST00000291041.5
OG0005280	rna24646	ENST00000264005.9
OG0005281	rna24636	ENST00000332395.6
OG0005282	rna24632	ENST00000346183.7
OG0005283	rna24630	ENST00000219345.9
OG0005284	rna24628	ENST00000263997.10
OG0005285	rna24626	ENST00000339507.9
OG0005286	rna24625	ENST00000219334.9
OG0005287	rna24624	ENST00000570495.5
OG0005288	rna24623	ENST00000264012.8
OG0005289	rna24622	ENST00000611625.4
OG0005290	rna24620	ENST00000261778.1
OG0005291	rna24617	ENST00000562237.5
OG0005292	rna24616	ENST00000336278.8
OG0005293	rna24614	ENST00000288022.1
OG0005294	rna24612	ENST00000254940.9
OG0005295	rna24610	ENST00000254942.7
OG0005296	rna24605	ENST00000320623.9
OG0005297	rna24604	ENST00000268802.9
OG0005298	rna24603	ENST00000359154.6
OG0005299	rna24594	ENST00000537465.5
OG0005300	rna24592	ENST00000268483.7
OG0005301	rna24588	ENST00000219240.8
OG0005302	rna24587	ENST00000620267.1
OG0005303	rna24586	ENST00000535424.5
OG0005304	rna24578	ENST00000425432.5
OG0005305	rna24577	ENST00000427980.6
OG0005306	rna24571	ENST00000567016.1
OG0005307	rna24569	ENST00000355962.4
OG0005308	rna24568	ENST00000338482.5
OG0005309	rna24557	ENST00000393539.6
OG0005310	rna24554	ENST00000302628.8
OG0005311	rna24550	ENST00000338099.9
OG0005312	rna24545	ENST00000261776.9
OG0005313	rna24542	ENST00000338779.10
OG0005314	rna24540	ENST00000429149.6
OG0005315	rna24539	ENST00000302516.9
OG0005316	rna24538	ENST00000323786.9
OG0005317	rna24535	ENST00000378912.6
OG0005318	rna24533	ENST00000393640.8
OG0005319	rna24527	ENST00000261772.12
OG0005320	rna10160	ENST00000205061.9
OG0005321	rna10161	ENST00000361070.8
OG0005322	rna10162	ENST00000219368.7
OG0005323	rna10164	ENST00000262144.10
OG0005324	rna10168	ENST00000320619.10
OG0005325	rna10169	ENST00000300051.8
OG0005326	rna10170	ENST00000570010.5
OG0005327	rna10175	ENST00000418647.7
OG0005328	rna10176	ENST00000283882.3
OG0005330	rna10187	ENST00000307921.7
OG0005331	rna10189	ENST00000319410.9
OG0005332	rna10190	ENST00000300086.4
OG0005333	rna10196	ENST00000268533.9
OG0005334	rna10198	ENST00000302536.2
OG0005335	rna10199	ENST00000299642.8
OG0005336	rna10200	ENST00000566780.5
OG0005337	rna24931	ENST00000343629.10
OG0005338	rna31693	ENST00000296849.9
OG0005339	rna10203	ENST00000562982.5
OG0005340	rna10204	ENST00000562812.5
OG0005341	rna10207	ENST00000393335.7
OG0005342	rna10210	ENST00000299578.9
OG0005343	rna10215	ENST00000525539.5
OG0005344	rna10219	ENST00000258168.6
OG0005345	rna10228	ENST00000568107.2
OG0005346	rna10233	ENST00000537098.7
OG0005347	rna10235	ENST00000564138.5
OG0005348	rna10236	ENST00000328945.6
OG0005349	rna10237	ENST00000199936.8
OG0005350	rna10238	ENST00000258169.8
OG0005351	rna10241	ENST00000268613.14
OG0005352	rna10244	ENST00000343939.6
OG0005353	rna10246	ENST00000299709.7
OG0005354	rna10247	ENST00000343411.7
OG0005355	rna10248	ENST00000219439.8
OG0005356	rna10249	ENST00000378553.9
OG0005357	rna10250	ENST00000567759.5
OG0005358	rna10251	ENST00000268624.7
OG0005359	rna10253	ENST00000219454.9
OG0005360	rna24933	ENST00000262428.4
OG0005361	rna24934	ENST00000564996.5
OG0005362	rna24937	ENST00000570191.5
OG0005363	rna24938	ENST00000262424.9
OG0005364	rna24939	ENST00000344861.9
OG0005365	rna24941	ENST00000258180.7
OG0005366	rna24942	ENST00000539556.5
OG0005367	rna24943	ENST00000253458.11
OG0005368	rna24944	ENST00000253462.7
OG0005369	rna24945	ENST00000602719.5
OG0005370	rna24946	ENST00000253457.7
OG0005371	rna24949	ENST00000262426.5
OG0005372	rna24950	ENST00000360900.10
OG0005373	rna24951	ENST00000320354.5
OG0005374	rna24952	ENST00000320241.4
OG0005375	rna24957	ENST00000311635.11
OG0005376	rna24959	ENST00000268616.8
OG0005377	rna24980	ENST00000261622.4
OG0005378	rna24982	ENST00000286122.11
OG0005379	rna24988	ENST00000565624.1
OG0005380	rna24991	ENST00000452588.6
OG0005381	rna24992	ENST00000244241.4
OG0005382	rna24993	ENST00000567174.5
OG0005383	rna24994	ENST00000301012.7
OG0005384	rna25001	ENST00000312838.8
OG0005385	rna25002	ENST00000567949.5
OG0005386	rna25006	ENST00000268695.9
OG0005387	rna25007	ENST00000565504.5
OG0005388	rna25012	ENST00000317447.8
OG0005389	rna25013	ENST00000289746.2
OG0005390	rna25015	ENST00000378330.6
OG0005391	rna25018	ENST00000268704.6
OG0005392	rna25022	ENST00000421184.5
OG0005393	rna25023	ENST00000397901.7
OG0005394	rna25024	ENST00000566204.1
OG0005395	rna25025	ENST00000353379.11
OG0005396	rna25030	ENST00000289805.9
OG0005397	rna25031	ENST00000389386.7
OG0005398	rna25032	ENST00000443381.6
OG0005399	rna25034	ENST00000389301.7
OG0005400	rna25035	ENST00000378247.7
OG0005401	rna25036	ENST00000640279.1
OG0005402	rna25040	ENST00000268676.11
OG0005403	rna25044	ENST00000568838.1
OG0005404	rna25048	ENST00000268699.8
OG0005405	rna34754	ENST00000537107.5
OG0005408	rna12707	ENST00000541991.5
OG0005409	rna33086	ENST00000408896.3
OG0005410	rna14669	ENST00000618542.4
OG0005413	rna10482	ENST00000528368.2
OG0005414	rna6013	ENST00000351870.7
OG0005415	rna27475	ENST00000358812.8
OG0005418	rna15435	ENST00000326153.9_PAR_Y, ENST00000326153.9
OG0005419	rna15445	ENST00000331035.9, ENST00000331035.9_PAR_Y
OG0005420	rna15462	ENST00000419513.6
OG0005421	rna15467	ENST00000381163.7
OG0005422	rna15476	ENST00000217939.6
OG0005423	rna15488	ENST00000424830.6
OG0005424	rna15489	ENST00000217961.4
OG0005425	rna15491	ENST00000381042.8
OG0005426	rna31790	ENST00000262109.7
OG0005427	rna31791	ENST00000427263.6
OG0005428	rna31794	ENST00000382824.5
OG0005429	rna15505	ENST00000467482.5
OG0005430	rna15506	ENST00000380913.7
OG0005431	rna17746	ENST00000321143.8
OG0005432	rna17747	ENST00000337414.8
OG0005433	rna17749	ENST00000312196.8
OG0005434	rna17751	ENST00000380682.5
OG0005435	rna17753	ENST00000380659.3
OG0005436	rna17755	ENST00000311912.5
OG0005437	rna17760	ENST00000380602.3
OG0005438	rna17761	ENST00000544987.2
OG0005439	rna17765	ENST00000340096.10
OG0005440	rna17771	ENST00000380523.8
OG0005441	rna17776	ENST00000398334.5
OG0005442	rna17777	ENST00000380492.7
OG0005443	rna17780	ENST00000380488.8
OG0005444	rna17783	ENST00000480796.5
OG0005445	rna17784	ENST00000333590.5
OG0005446	rna17786	ENST00000297904.3
OG0005447	rna17790	ENST00000380420.9
OG0005448	rna17792	ENST00000357607.6
OG0005449	rna17793	ENST00000252519.7
OG0005450	rna17794	ENST00000380342.3
OG0005451	rna17801	ENST00000380289.2
OG0005452	rna17803	ENST00000380200.3
OG0005453	rna17804	ENST00000380155.3
OG0005454	rna17812	ENST00000380060.7
OG0005455	rna17813	ENST00000380041.7
OG0005456	rna17817	ENST00000251900.8
OG0005457	rna17819	ENST00000379996.7
OG0005458	rna17820	ENST00000379984.3
OG0005459	rna17823	ENST00000361511.8
OG0005460	rna17829	ENST00000397821.7
OG0005461	rna17830	ENST00000379682.8
OG0005462	rna17834	ENST00000379643.9
OG0005463	rna17837	ENST00000379510.3
OG0005464	rna17838	ENST00000379494.3
OG0005465	rna17842	ENST00000404933.6
OG0005466	rna17843	ENST00000379374.4
OG0005467	rna17847	ENST00000379361.4
OG0005468	rna17848	ENST00000379341.8
OG0005469	rna17849	ENST00000379303.9
OG0005470	rna17853	ENST00000328046.8
OG0005471	rna17859	ENST00000379144.6
OG0005472	rna17874	ENST00000361644.3
OG0005473	rna17877	ENST00000378962.3
OG0005474	rna17885	ENST00000378933.5
OG0005475	rna17892	ENST00000275954.3
OG0005476	rna17894	ENST00000399992.5
OG0005477	rna17902	ENST00000378616.3
OG0005478	rna17903	ENST00000378588.4
OG0005479	rna17906	ENST00000456733.2
OG0005480	rna17904	ENST00000378581.7
OG0005481	rna17905	ENST00000341016.4
OG0005482	rna17909	ENST00000378505.6
OG0005483	rna17910	ENST00000039007.4
OG0005484	rna17917	ENST00000378444.8
OG0005485	rna17920	ENST00000636580.1
OG0005486	rna17922	ENST00000324817.5
OG0005487	rna31641	ENST00000378142.8
OG0005488	rna31640	ENST00000302548.4
OG0005489	rna31637	ENST00000378131.3
OG0005490	rna31631	ENST00000378062.5
OG0005491	rna191	ENST00000398000.6
OG0005492	rna179	ENST00000218340.3
OG0005493	rna177	ENST00000611250.4
OG0005494	rna176	ENST00000397180.5
OG0005495	rna174	ENST00000329236.8
OG0005496	rna171	ENST00000218348.7
OG0005497	rna169	ENST00000313116.11
OG0005498	rna168	ENST00000290277.10
OG0005499	rna165	ENST00000396992.7
OG0005500	rna164	ENST00000247161.7
OG0005501	rna163	ENST00000335890.2
OG0005502	rna155	ENST00000442455.7
OG0005503	rna153	ENST00000595796.5
OG0005504	rna151	ENST00000326194.10
OG0005505	rna150	ENST00000495186.5
OG0005506	rna149	ENST00000376771.8
OG0005507	rna148	ENST00000376759.7
OG0005508	rna146	ENST00000376729.9
OG0005509	rna144	ENST00000376701.4
OG0005510	rna142	ENST00000303227.10
OG0005511	rna140	ENST00000376670.7
OG0005512	rna139	ENST00000334136.9
OG0005513	rna138	ENST00000636362.1
OG0005514	rna135	ENST00000452555.7
OG0005515	rna134	ENST00000376509.4
OG0005516	rna133	ENST00000156084.8
OG0005517	rna128	ENST00000376423.8
OG0005518	rna127	ENST00000315869.7
OG0005519	rna124	ENST00000553851.2
OG0005520	rna123	ENST00000322995.13
OG0005521	rna122	ENST00000156109.6
OG0005522	rna121	ENST00000595224.5
OG0005523	rna114	ENST00000557224.5
OG0005524	rna108	ENST00000358526.6
OG0005525	rna107	ENST00000376042.5
OG0005526	rna105	ENST00000376020.6
OG0005527	rna104	ENST00000252677.3
OG0005528	rna27975	ENST00000375695.2
OG0005530	rna26621	ENST00000332582.4
OG0005531	rna26622	ENST00000375442.8
OG0005532	rna26626	ENST00000322213.8
OG0005533	rna26627	ENST00000375327.5
OG0005534	rna26628	ENST00000168216.10
OG0005535	rna26630	ENST00000342160.7
OG0005536	rna33868	ENST00000357988.9
OG0005537	rna33867	ENST00000375180.6
OG0005538	rna33865	ENST00000354646.6
OG0005539	rna33864	ENST00000375151.4
OG0005540	rna33863	ENST00000375135.3
OG0005541	rna33860	ENST00000336470.8
OG0005542	rna34793	ENST00000374987.3
OG0005543	rna34791	ENST00000330807.9
OG0005544	rna25454	ENST00000468660.5
OG0005545	rna33721	ENST00000374839.7
OG0005546	rna33698	ENST00000338957.4
OG0005547	rna33699	ENST00000374811.7
OG0005548	rna33705	ENST00000374737.8
OG0005549	rna33706	ENST00000519389.5
OG0005550	rna33715	ENST00000396050.5
OG0005551	rna33719	ENST00000374690.8
OG0005552	rna35427	ENST00000462683.5
OG0005553	rna35426	ENST00000374599.7
OG0005554	rna35425	ENST00000204961.4
OG0005555	rna35423	ENST00000374583.1
OG0005556	rna35420	ENST00000252338.4
OG0005557	rna35418	ENST00000374552.8
OG0005558	rna35417	ENST00000276101.7
OG0005559	rna35412	ENST00000333026.3
OG0005560	rna35411	ENST00000374521.3
OG0005561	rna35410	ENST00000374519.3
OG0005562	rna35409	ENST00000620997.4
OG0005563	rna35407	ENST00000239666.8
OG0005564	rna35404	ENST00000453994.6
OG0005565	rna35397	ENST00000374259.7
OG0005566	rna35396	ENST00000374251.5
OG0005567	rna35393	ENST00000374202.6
OG0005568	rna35388	ENST00000374029.1
OG0005569	rna35382	ENST00000373829.7
OG0005571	rna32717	ENST00000633930.1
OG0005572	rna32718	ENST00000479991.1
OG0005573	rna32716	ENST00000373669.6
OG0005574	rna32715	ENST00000334463.3
OG0005575	rna32713	ENST00000453707.6
OG0005576	rna32712	ENST00000373573.7
OG0005577	rna25300	ENST00000373514.2
OG0005578	rna25321	ENST00000339534.3
OG0005579	rna25322	ENST00000587091.5
OG0005580	rna25323	ENST00000332687.10
OG0005581	rna25326	ENST00000055682.10
OG0005582	rna25327	ENST00000253577.7
OG0005583	rna25328	ENST00000373383.8
OG0005584	rna27366	ENST00000373358.7
OG0005585	rna27369	ENST00000373344.9
OG0005586	rna27374	ENST00000341864.5
OG0005587	rna27376	ENST00000373304.3
OG0005588	rna27379	ENST00000614823.4
OG0005589	rna22604	ENST00000276077.1
OG0005590	rna22608	ENST00000373298.6
OG0005591	rna22613	ENST00000538312.5
OG0005592	rna22618	ENST00000329312.4
OG0005593	rna22620	ENST00000297977.9
OG0005594	rna22622	ENST00000373173.6
OG0005595	rna22624	ENST00000360700.4
OG0005596	rna22625	ENST00000373145.3
OG0005597	rna22630	ENST00000276127.8
OG0005598	rna22632	ENST00000312600.3
OG0005599	rna22635	ENST00000373079.3
OG0005600	rna2661	ENST00000360000.8
OG0005601	rna2668	ENST00000372661.4
OG0005602	rna2669	ENST00000372645.3
OG0005603	rna2701	ENST00000372626.7
OG0005604	rna2705	ENST00000612423.4
OG0005605	rna2706	ENST00000243298.2
OG0005606	rna2737	ENST00000594199.2
OG0005607	rna2741	ENST00000493442.1
OG0005608	rna18775	ENST00000243300.13
OG0005609	rna18773	ENST00000327674.8
OG0005610	rna18752	ENST00000337685.6
OG0005611	rna18772	ENST00000372548.8
OG0005612	rna18771	ENST00000255499.2
OG0005613	rna18769	ENST00000276173.4
OG0005614	rna18768	ENST00000541806.5
OG0005615	rna18767	ENST00000355610.8
OG0005616	rna18762	ENST00000276185.8
OG0005617	rna18757	ENST00000415430.7
OG0005618	rna18756	ENST00000217958.7
OG0005619	rna18755	ENST00000372232.7
OG0005620	rna32286	ENST00000218004.5
OG0005621	rna32274	ENST00000262844.9
OG0005622	rna32273	ENST00000465301.2
OG0005623	rna32271	ENST00000372042.5
OG0005624	rna32269	ENST00000324068.1
OG0005625	rna32268	ENST00000636035.1
OG0005626	rna32265	ENST00000612026.5
OG0005627	rna32263	ENST00000340433.3
OG0005628	rna32262	ENST00000371968.7
OG0005629	rna32261	ENST00000371959.7
OG0005630	rna32260	ENST00000371951.5
OG0005631	rna32259	ENST00000371936.5
OG0005632	rna29697	ENST00000371906.4
OG0005633	rna29698	ENST00000598581.2
OG0005634	rna29699	ENST00000371894.4
OG0005635	rna29707	ENST00000254029.7
OG0005636	rna29709	ENST00000371666.7
OG0005637	rna29714	ENST00000371628.7
OG0005639	rna29719	ENST00000217909.7
OG0005640	rna29726	ENST00000536133.2
OG0005641	rna29728	ENST00000542113.1
OG0005642	rna29733	ENST00000276201.6
OG0005643	rna29735	ENST00000371437.4
OG0005644	rna29736	ENST00000371431.7
OG0005645	rna32738	ENST00000326624.2
OG0005646	rna32739	ENST00000309720.9
OG0005647	rna32740	ENST00000218008.7
OG0005648	rna32741	ENST00000434600.6
OG0005649	rna32753	ENST00000245838.12
OG0005650	rna32760	ENST00000371139.8
OG0005651	rna34014	ENST00000371125.3
OG0005652	rna17101	ENST00000371113.8
OG0005653	rna17102	ENST00000429967.2
OG0005654	rna17103	ENST00000371106.3
OG0005655	rna17104	ENST00000356892.3
OG0005656	rna17106	ENST00000357166.10
OG0005657	rna23732	ENST00000218147.11
OG0005658	rna23735	ENST00000257017.4
OG0005659	rna23734	ENST00000287295.7
OG0005660	rna23740	ENST00000305536.10
OG0005661	rna23739	ENST00000276218.3
OG0005662	rna23744	ENST00000370927.5
OG0005663	rna23748	ENST00000276211.9
OG0005664	rna23752	ENST00000370903.7
OG0005665	rna23757	ENST00000338616.4
OG0005666	rna23761	ENST00000298542.8
OG0005667	rna23764	ENST00000370853.7
OG0005668	rna23766	ENST00000370832.1, ENST00000254181.8
OG0005669	rna23769	ENST00000394299.6
OG0005670	rna23771	ENST00000370809.4
OG0005671	rna23772	ENST00000625464.2
OG0005672	rna23776	ENST00000359237.8
OG0005673	rna23779	ENST00000343004.9
OG0005674	rna23791	ENST00000370766.7
OG0005675	rna23630	ENST00000305963.2
OG0005676	rna23633	ENST00000394155.6
OG0005677	rna23634	ENST00000316077.13
OG0005678	rna23635	ENST00000394143.5
OG0005679	rna23636	ENST00000535601.5
OG0005680	rna23638	ENST00000370634.7
OG0005681	rna23639	ENST00000370629.6
OG0005682	rna23640	ENST00000250617.6
OG0005683	rna23645	ENST00000298110.1
OG0005684	rna23648	ENST00000436198.5
OG0005685	rna23649	ENST00000218099.6
OG0005686	rna23650	ENST00000519895.5
OG0005687	rna23652	ENST00000370540.1
OG0005688	rna23659	ENST00000596188.2
OG0005689	rna10785	ENST00000370490.1
OG0005690	rna10782	ENST00000370475.8
OG0005691	rna10766	ENST00000432680.6
OG0005692	rna10774	ENST00000218316.3
OG0005693	rna10775	ENST00000370361.5
OG0005694	rna10778	ENST00000370350.7
OG0005695	rna5267	ENST00000370328.3
OG0005696	rna25298	ENST00000598523.2
OG0005697	rna25290	ENST00000440023.5
OG0005698	rna25280	ENST00000535861.5
OG0005699	rna32232	ENST00000338647.6
OG0005700	rna32231	ENST00000370211.8
OG0005701	rna32226	ENST00000576892.7
OG0005702	rna32225	ENST00000370167.8
OG0005703	rna32221	ENST00000489426.5
OG0005704	rna32218	ENST00000320857.7
OG0005705	rna32217	ENST00000393758.6
OG0005706	rna32216	ENST00000370060.5
OG0005707	rna32215	ENST00000370028.7
OG0005708	rna32210	ENST00000369982.4
OG0005709	rna32209	ENST00000369980.7
OG0005710	rna32208	ENST00000453960.6
OG0005711	rna32206	ENST00000619903.4
OG0005712	rna32203	ENST00000369842.8
OG0005713	rna32199	ENST00000369809.5
OG0005714	rna32193	ENST00000369762.6
OG0005715	rna32188	ENST00000369653.8
OG0005716	rna32187	ENST00000393586.1
OG0005717	rna32186	ENST00000322269.10
OG0005718	rna32184	ENST00000618670.4
OG0005719	rna6653	ENST00000424127.2
OG0005720	rna6654	ENST00000369550.9
OG0005721	rna6662	ENST00000360256.8
OG0005722	rna6672	ENST00000369498.7
OG0005723	rna6673	ENST00000369476.7
OG0005724	rna6674	ENST00000399042.4
OG0005725	rna6675	ENST00000286428.5
OG0005726	rna6676	ENST00000369454.3
OG0005727	rna6677	ENST00000369449.6
OG0005728	rna8776	ENST00000389418.8
OG0005729	gene13912	ENST00000390397.2
OG0005730	rna34585	ENST00000377050.4
OG0005731	rna34583	ENST00000437089.5
OG0005732	rna34579	ENST00000376772.7
OG0005733	rna34578	ENST00000332435.9
OG0005734	rna34576	ENST00000488757.5
OG0005735	rna34573	ENST00000376894.8
OG0005736	rna34619	ENST00000377199.3
OG0005737	rna34648	ENST00000452236.2
OG0005738	rna34653	ENST00000412168.6
OG0005739	rna34655	ENST00000361902.5
OG0005740	rna34663	ENST00000289788.4
OG0005741	rna34669	ENST00000361028.5
OG0005742	rna34671	ENST00000439158.5
OG0005743	rna34678	ENST00000425468.6
OG0005744	rna34690	ENST00000457389.6
OG0005745	rna34692	ENST00000340487.4
OG0005746	rna34696	ENST00000377325.1
OG0005747	rna14086	ENST00000211936.10
OG0005748	rna14085	ENST00000244576.8
OG0005749	rna14074	ENST00000444565.1
OG0005750	rna14062	ENST00000230582.7
OG0005751	rna14023	ENST00000415922.6
OG0005752	rna14021	ENST00000274849.2
OG0005753	rna13995	ENST00000244513.10
OG0005755	rna13952	ENST00000338379.5
OG0005756	rna13949	ENST00000357618.9
OG0005757	rna13933	ENST00000357085.4
OG0005758	rna13932	ENST00000377850.7
OG0005759	rna13930	ENST00000397060.8
OG0005760	rna13929	ENST00000244527.8
OG0005761	rna13928	ENST00000377905.8
OG0005762	rna13922	ENST00000377961.2
OG0005763	rna13918	ENST00000565469.3
OG0005764	rna13917	ENST00000356509.7
OG0005765	rna13915	ENST00000378119.8
OG0005766	rna30552	ENST00000617911.4
OG0005767	rna30549	ENST00000244745.3
OG0005768	rna30544	ENST00000274695.8
OG0005769	rna30543	ENST00000346618.7
OG0005770	rna30539	ENST00000324607.7
OG0005771	rna13654	ENST00000397239.7
OG0005772	rna13655	ENST00000449850.1
OG0005773	rna13662	ENST00000309983.4
OG0005774	rna13665	ENST00000340650.5
OG0005775	rna13670	ENST00000537253.5
OG0005776	rna13671	ENST00000259963.3
OG0005777	rna13676	ENST00000244769.8
OG0005778	rna13681	ENST00000356840.7
OG0005779	rna13684	ENST00000344537.9
OG0005780	rna13693	ENST00000537663.5
OG0005781	rna13696	ENST00000451315.6
OG0005782	rna13697	ENST00000606117.1
OG0005783	rna13702	ENST00000379287.3
OG0005784	rna13703	ENST00000606214.5
OG0005785	rna13708	ENST00000332995.11
OG0005786	rna13713	ENST00000379375.5
OG0005787	rna13714	ENST00000379388.6
OG0005788	rna13715	ENST00000229583.9
OG0005789	rna13716	ENST00000379426.1
OG0005790	rna13722	ENST00000379446.9
OG0005791	rna13723	ENST00000416247.3
OG0005792	rna13724	ENST00000354666.3
OG0005793	rna13729	ENST00000379491.4
OG0005794	rna13732	ENST00000354489.6
OG0005795	rna13737	ENST00000379568.3
OG0005796	rna13743	ENST00000379613.7
OG0005797	rna13746	ENST00000379660.4
OG0005798	rna13752	ENST00000379757.8
OG0005799	rna13754	ENST00000342415.5
OG0005800	rna13755	ENST00000379802.7
OG0005801	rna13758	ENST00000379834.6
OG0005802	rna13759	ENST00000502583.5
OG0005803	rna13760	ENST00000474597.5
OG0005804	rna13762	ENST00000379938.6
OG0005805	rna13768	ENST00000379953.6
OG0005806	rna13769	ENST00000264870.7
OG0005807	rna13774	ENST00000500576.4
OG0005808	rna13775	ENST00000380051.6
OG0005810	rna13783	ENST00000380118.7
OG0005811	rna13784	ENST00000639338.1
OG0005812	rna13790	ENST00000480058.5
OG0005813	rna13794	ENST00000380283.4
OG0005814	rna13799	ENST00000436008.6
OG0005815	rna13803	ENST00000380379.9
OG0005816	rna13807	ENST00000338130.6
OG0005817	rna13825	ENST00000380874.3
OG0005818	rna13832	ENST00000230449.8
OG0005819	rna13831	ENST00000380907.2
OG0005820	rna5460	ENST00000499869.6
OG0005821	rna13836	ENST00000380956.8
OG0005822	rna13841	ENST00000419235.6
OG0005823	rna13852	ENST00000428040.6
OG0005824	rna13853	ENST00000376621.7
OG0005825	rna13854	ENST00000376560.7
OG0005826	rna13857	ENST00000376511.6
OG0005827	rna13858	ENST00000259873.4
OG0005828	rna13863	ENST00000376485.8
OG0005829	rna13868	ENST00000293604.10
OG0005830	rna13869	ENST00000376442.7
OG0005831	rna13870	ENST00000399199.7
OG0005832	rna13872	ENST00000259953.8
OG0005833	rna13873	ENST00000376406.7
OG0005834	rna13876	ENST00000376389.7
OG0005835	rna13879	ENST00000259874.5
OG0005836	rna13889	ENST00000513240.5
OG0005837	rna13890	ENST00000259895.8
OG0005838	rna13891	ENST00000541562.5
OG0005839	rna13892	ENST00000359086.3
OG0005840	rna13893	ENST00000636043.1
OG0005841	rna35062	ENST00000376191.2
OG0005842	rna35059	ENST00000415099.2
OG0005843	rna35057	ENST00000376148.8
OG0005844	rna35056	ENST00000454783.5
OG0005845	rna35055	ENST00000449264.2
OG0005846	rna35053	ENST00000429299.2
OG0005847	rna35049	ENST00000376093.6
OG0005848	rna35048	ENST00000340027.9
OG0005849	rna35047	ENST00000337917.11
OG0005850	rna35046	ENST00000376007.8
OG0005851	rna35045	ENST00000375964.10
OG0005852	rna35044	ENST00000375916.3
OG0005853	rna35040	ENST00000375911.1
OG0005854	rna35038	ENST00000375906.5
OG0005855	rna35035	ENST00000375863.7
OG0005856	rna35032	ENST00000395952.7
OG0005857	rna35027	ENST00000375819.2
OG0005858	rna35026	ENST00000375806.2
OG0005859	rna35021	ENST00000415669.3
OG0005860	rna35020	ENST00000375688.4
OG0005861	rna35019	ENST00000375663.7
OG0005862	rna35012	ENST00000375631.4
OG0005863	rna35011	ENST00000229729.10
OG0005864	rna35009	ENST00000299367.9
OG0005865	rna35006	ENST00000375394.6
OG0005866	rna35004	ENST00000337523.9
OG0005867	rna35003	ENST00000375333.2
OG0005868	rna34999	ENST00000418967.6
OG0005869	rna34997	ENST00000375203.7
OG0005870	rna34996	ENST00000375156.3
OG0005871	rna34995	ENST00000211413.9
OG0005872	rna34987	ENST00000333845.10
OG0005873	rna34985	ENST00000395496.5
OG0005874	rna34983	ENST00000375094.3
OG0005875	rna34982	ENST00000375069.7
OG0005876	rna34980	ENST00000375040.7
OG0005877	rna34979	ENST00000375023.3
OG0005878	rna14579	ENST00000395388.6
OG0005879	rna14573	ENST00000438763.6
OG0005880	rna14566	ENST00000374882.7
OG0005881	rna14565	ENST00000354258.4
OG0005882	rna14564	ENST00000374859.2
OG0005883	rna14560	ENST00000456800.1
OG0005884	rna14558	ENST00000395287.5
OG0005885	rna14557	ENST00000229829.6
OG0005886	rna14553	ENST00000341947.6
OG0005887	rna14548	ENST00000374662.3
OG0005888	rna14547	ENST00000374656.4
OG0005889	rna14545	ENST00000445902.2
OG0005890	rna14542	ENST00000451237.2
OG0005891	rna14541	ENST00000374617.8
OG0005892	rna14540	ENST00000395131.5
OG0005893	rna14539	ENST00000497454.5
OG0005894	rna14538	ENST00000426633.6
