Orthogroup	homSap.longCDS.prots	ailMel.longCDS.prots
OG0004497	ENST00000358813.4	rna-XM_019805367.2
OG0004498	ENST00000309931.2	rna-XM_034644574.1
OG0004499	ENST00000392056.7	rna-XM_034655304.1
OG0004500	ENST00000354069.6	rna-XM_034655310.1
OG0004501	ENST00000341772.4	rna-XM_034655313.1
OG0004502	ENST00000389044.8	rna-XM_034655317.1
OG0004503	ENST00000283946.7	rna-XM_034655329.1
OG0004504	ENST00000258381.10	rna-XM_019797750.2
OG0004505	ENST00000258418.9	rna-XM_002917443.4
OG0004506	ENST00000444078.5	rna-XM_034655366.1
OG0004507	ENST00000424440.5	rna-XM_019797726.2
OG0004508	ENST00000308696.10	rna-XM_011222659.3
OG0004509	ENST00000258400.3	rna-XM_002917440.4
OG0004510	ENST00000614261.4	rna-XM_034655372.1
OG0004511	ENST00000287590.5	rna-XM_034642663.1
OG0004512	ENST00000305141.4	rna-XM_011222650.3
OG0004513	ENST00000287600.8	rna-XM_002917442.4
OG0004514	ENST00000410017.5	rna-XM_034655392.1
OG0004515	ENST00000409852.1	rna-XM_011223357.3
OG0004516	ENST00000325385.11	rna-XM_002917970.4
OG0004517	ENST00000304546.5	rna-XM_034655396.1
OG0004518	ENST00000449534.6	rna-XM_034655401.1
OG0004519	ENST00000258385.7	rna-XM_034655397.1
OG0004520	ENST00000389494.7	rna-XM_002917956.3
OG0004521	ENST00000629305.2	rna-XM_002917967.4
OG0004522	ENST00000233826.3	rna-XM_011223341.3
OG0004523	ENST00000264051.7	rna-XM_034655406.1
OG0004524	ENST00000233840.3	rna-XM_034655407.1
OG0004525	ENST00000445964.5	rna-XM_034655413.1
OG0004526	ENST00000392018.1	rna-XM_034655422.1
OG0004527	ENST00000409110.5	rna-XM_011223332.3
OG0004528	ENST00000450966.5	rna-XM_034655427.1
OG0004529	ENST00000610772.4	rna-XM_034642690.1
OG0004530	ENST00000324695.8	rna-XM_011223321.3
OG0004531	ENST00000373368.5	rna-XM_011223319.3
OG0004532	ENST00000339728.5	rna-XM_011223317.3
OG0004533	ENST00000306318.4	rna-XM_034655459.1
OG0004534	ENST00000431676.6	rna-XM_034655460.1
OG0004535	ENST00000272928.3	rna-XM_019793124.2
OG0004536	ENST00000354371.6	rna-XM_002929792.4
OG0004537	ENST00000264605.7	rna-XM_034655462.1
OG0004538	ENST00000264601.7	rna-XM_019806913.2
OG0004539	ENST00000254663.10	rna-XM_034642694.1
OG0004540	ENST00000343063.7	rna-XM_034655499.1
OG0004541	ENST00000409223.1	rna-XM_002930231.3
OG0004542	ENST00000254654.7	rna-XM_011216983.3
OG0004543	ENST00000254657.7	rna-XM_034655504.1
OG0004544	ENST00000373327.4	rna-XM_034655508.1
OG0004545	ENST00000264607.8	rna-XM_034655532.1
OG0004546	ENST00000307266.7	rna-XM_002922477.4
OG0004547	ENST00000391989.6	rna-XM_002922476.4
OG0004548	ENST00000264039.6	rna-XM_034655540.1
OG0004549	ENST00000401804.5	rna-XM_034642708.1
OG0004550	ENST00000270357.9	rna-XM_034642719.1
OG0004551	ENST00000391984.6	rna-XM_034655542.1
OG0004552	ENST00000307503.3	rna-XM_002923140.4
OG0004553	ENST00000388934.4	rna-XM_002923157.4
OG0004554	ENST00000443866.2	rna-XM_034642725.1
OG0004555	ENST00000310397.12	rna-XM_034642731.1
OG0004556	ENST00000241527.10	rna-XM_002923154.4
OG0004557	ENST00000358649.8	rna-XM_034655579.1
OG0004558	ENST00000274979.12	rna-XM_034655587.1
OG0004559	ENST00000318407.4	rna-XM_034655590.1
OG0004560	ENST00000616972.4	rna-XM_034642746.1
OG0004561	ENST00000407315.5	rna-XM_011229771.3
OG0004562	ENST00000305784.6	rna-XM_034655599.1
OG0004563	ENST00000636051.1	rna-XM_019803688.2
OG0004564	ENST00000321264.8	rna-XM_002923146.4
OG0004565	ENST00000192314.6	rna-XM_034655602.1
OG0004566	ENST00000325935.10	rna-XM_034642757.1
OG0004567	ENST00000334409.9	rna-XM_002923135.4
OG0004568	ENST00000343216.3	rna-XM_034642764.1
OG0004571	ENST00000394780.7	rna-XM_034653578.1
OG0004572	ENST00000370501.3	rna-XM_034652477.1
OG0004573	ENST00000276055.3	rna-XM_002927465.4, rna-XM_034653112.1
OG0004574	ENST00000620284.4	rna-XM_034650866.1
OG0004575	ENST00000594369.5	rna-XM_011234619.3
OG0004576	ENST00000536435.6	rna-XM_011229814.3
OG0004577	ENST00000355557.6	rna-XM_034672347.1
OG0004578	ENST00000328654.9	rna-XM_034672341.1
OG0004579	ENST00000392321.3	rna-XM_019803737.2
OG0004580	ENST00000432561.6	rna-XM_002923178.4
OG0004581	ENST00000204726.7	rna-XM_034638897.1
OG0004582	ENST00000357997.9	rna-XM_034637891.1
OG0004583	ENST00000498926.6	rna-XM_034672685.1
OG0004584	ENST00000320574.9	rna-XM_034637892.1
OG0004585	ENST00000330579.5	rna-XM_034637895.1
OG0004586	ENST00000397333.3	rna-XM_011229846.3
OG0004587	ENST00000389561.6	rna-XM_034638629.1
OG0004588	ENST00000376649.7	rna-XM_034639320.1
OG0004589	ENST00000321867.5	rna-XM_034637897.1
OG0004590	ENST00000360564.5	rna-XM_034639323.1
OG0004591	ENST00000541286.5	rna-XM_019803757.2
OG0004592	ENST00000535015.5	rna-XM_034637898.1
OG0004593	ENST00000537468.1	rna-XM_034638757.1
OG0004594	ENST00000266771.9	rna-XM_034637907.1
OG0004595	ENST00000316519.10	rna-XM_034637938.1
OG0004596	ENST00000341446.8	rna-XM_034637845.1
OG0004597	ENST00000308736.6	rna-XM_019800999.2
OG0004598	ENST00000415380.6	rna-XM_034639650.1
OG0004599	ENST00000405201.5	rna-XM_034639630.1
OG0004600	ENST00000409039.7	rna-XM_034638951.1
OG0004601	ENST00000330342.7	rna-XM_011226562.3
OG0004602	ENST00000303372.6	rna-XM_019800933.2
OG0004603	ENST00000543341.6	rna-XM_002913137.4
OG0004604	ENST00000424014.6	rna-XM_011226519.3
OG0004605	ENST00000238146.8	rna-XM_002913099.4
OG0004606	ENST00000376874.8	rna-XM_019800873.2
OG0004607	ENST00000412157.2	rna-XM_011226460.3
OG0004608	ENST00000280571.9	rna-XM_002913136.4
OG0004609	ENST00000402868.7	rna-XM_034672367.1
OG0004610	ENST00000420886.6	rna-XM_002913096.4
OG0004611	ENST00000261692.6	rna-XM_034639283.1
OG0004612	ENST00000253233.5	rna-XM_019800838.2
OG0004613	ENST00000606320.5	rna-XM_019800821.2
OG0004614	ENST00000315580.9	rna-XM_034638689.1
OG0004615	ENST00000228922.11	rna-XM_002913092.4
OG0004616	ENST00000442028.6	rna-XM_034638608.1
OG0004617	ENST00000267202.6	rna-XM_002913091.4
OG0004618	ENST00000253083.8	rna-XM_034637946.1
OG0004619	ENST00000253079.10	rna-XM_011226333.3
OG0004620	ENST00000432564.2	rna-XM_034672326.1
OG0004621	ENST00000333479.11	rna-XM_019801157.2
OG0004622	ENST00000331738.11	rna-XM_011226272.3
OG0004623	ENST00000633063.1	rna-XM_034672525.1
OG0004624	ENST00000620786.4	rna-XM_019800661.2
OG0004625	ENST00000443649.7	rna-XM_002913083.4
OG0004626	ENST00000324189.4	rna-XM_034638129.1
OG0004627	ENST00000339777.4	rna-XM_034638128.1
OG0004628	ENST00000377035.1	rna-XM_034637950.1
OG0004629	ENST00000319080.11	rna-XM_034638127.1
OG0004630	ENST00000288912.8	rna-XM_034672333.1
OG0004631	ENST00000289004.8	rna-XM_011226128.3
OG0004632	ENST00000604567.5	rna-XM_034637953.1
OG0004633	ENST00000617316.1	rna-XM_034637904.1
OG0004634	ENST00000377071.8	rna-XM_034637903.1
OG0004635	ENST00000392464.3	rna-XM_002913076.4
OG0004636	ENST00000261819.7	rna-XM_011226062.3
OG0004637	ENST00000324774.9	rna-XM_034672428.1
OG0004638	ENST00000359949.11	rna-XM_034672432.1
OG0004639	ENST00000328963.9	rna-XM_034672421.1
OG0004640	ENST00000552912.5	rna-XM_034672415.1
OG0004641	ENST00000455511.7	rna-XM_011225965.3
OG0004642	ENST00000228825.11	rna-XM_002913068.4
OG0004643	ENST00000543199.5	rna-XM_002913066.4
OG0004644	ENST00000377673.9	rna-XM_011225934.3
OG0004645	ENST00000392672.8	rna-XM_011225929.3
OG0004646	ENST00000354300.4	rna-XM_002913114.4
OG0004647	ENST00000397659.8	rna-XM_034637887.1
OG0004648	ENST00000308208.9	rna-XM_019800410.2
OG0004649	ENST00000261726.10	rna-XM_019800406.2
OG0004650	ENST00000341259.6	rna-XM_034637959.1
OG0004651	ENST00000377617.7	rna-XM_034672407.1
OG0004652	ENST00000419234.8	rna-XM_002913055.4
OG0004653	ENST00000455480.6	rna-XM_019800356.2
OG0004654	ENST00000551404.6	rna-XM_011225845.3
OG0004655	ENST00000552374.6	rna-XM_034637965.1
OG0004656	ENST00000261735.3	rna-XM_002925234.4
OG0004657	ENST00000261745.8	rna-XM_002925235.4
OG0004658	ENST00000412615.6	rna-XM_002925241.4
OG0004659	ENST00000377560.9	rna-XM_034638577.1
OG0004660	ENST00000635625.1	rna-XM_034639676.1
OG0004661	ENST00000543106.6	rna-XM_019805962.2
OG0004662	ENST00000228928.11	rna-XM_034639226.1
OG0004663	ENST00000546530.5	rna-XM_034672437.1
OG0004664	ENST00000335621.10	rna-XM_034672725.1
OG0004665	ENST00000314045.11	rna-XM_011232429.3
OG0004666	ENST00000552495.1	rna-XM_002925286.4
OG0004667	ENST00000416617.2	rna-XM_002925291.4
OG0004668	ENST00000550785.5	rna-XM_011232414.3
OG0004669	ENST00000552014.5	rna-XM_034637973.1
OG0004670	ENST00000280800.4	rna-XM_002925285.4
OG0004671	ENST00000403593.8	rna-XM_019806019.2
OG0004672	ENST00000545145.6	rna-XM_034637974.1
OG0004673	ENST00000310346.8	rna-XM_002925494.4
OG0004674	ENST00000257566.7	rna-XM_034637976.1
OG0004675	ENST00000261318.4	rna-XM_034637828.1
OG0004676	ENST00000257575.8	rna-XM_034638504.1
OG0004677	ENST00000309909.9	rna-XM_034639303.1
OG0004678	ENST00000330622.9	rna-XM_034637979.1
OG0004679	ENST00000454402.6	rna-XM_002919679.4
OG0004680	ENST00000441406.6	rna-XM_002919678.4
OG0004681	ENST00000359236.9	rna-XM_002919677.4
OG0004682	ENST00000261313.2	rna-XM_019800128.2
OG0004683	ENST00000267260.4	rna-XM_034638598.1
OG0004684	ENST00000281938.6	rna-XM_002919673.4
OG0004685	ENST00000327554.2	rna-XM_034637989.1
OG0004686	ENST00000426426.2	rna-XM_019800122.2
OG0004687	ENST00000392521.6	rna-XM_034672353.1
OG0004688	ENST00000229340.9	rna-XM_034638942.1
OG0004689	ENST00000300648.6	rna-XM_034672315.1
OG0004690	ENST00000637617.1	rna-XM_034638816.1
OG0004691	ENST00000202967.4	rna-XM_034638820.1
OG0004692	ENST00000308366.8	rna-XM_002929971.4
OG0004693	ENST00000546954.1	rna-XM_002930398.4
OG0004694	ENST00000229390.7	rna-XM_034639356.1
OG0004695	ENST00000413266.6	rna-XM_034672335.1
OG0004696	ENST00000357500.4	rna-XM_002928882.4
OG0004697	ENST00000228506.7	rna-XM_034672856.1
OG0004698	ENST00000344651.4	rna-XM_002928886.4
OG0004699	ENST00000242592.8	rna-XM_034672620.1
OG0004700	ENST00000353487.6	rna-XM_002928879.4
OG0004701	ENST00000541395.5	rna-XM_034637977.1
OG0004702	ENST00000537817.5	rna-XM_002928877.4
OG0004703	ENST00000257570.9	rna-XM_011236796.3
OG0004704	ENST00000549903.1	rna-XM_034672371.1
OG0004705	ENST00000412676.5	rna-XM_002929882.4
OG0004706	ENST00000552695.5	rna-XM_002921224.4
OG0004707	ENST00000228284.7	rna-XM_034672364.1
OG0004708	ENST00000311893.13	rna-XM_002921226.4
OG0004709	ENST00000392806.3	rna-XM_034638729.1
OG0004710	ENST00000228463.6	rna-XM_011227485.3
OG0004711	ENST00000326495.9	rna-XM_034638712.1
OG0004712	ENST00000228476.7	rna-XM_034639425.1
OG0004713	ENST00000610966.4	rna-XM_034638662.1
OG0004714	ENST00000257548.9	rna-XM_002921228.4
OG0004715	ENST00000343075.7	rna-XM_002921229.4
OG0004716	ENST00000242576.6	rna-XM_034672793.1
OG0004717	ENST00000299162.9	rna-XM_034639209.1
OG0004718	ENST00000434735.6	rna-XM_019801824.2
OG0004719	ENST00000545712.6	rna-XM_002921235.4
OG0004720	ENST00000228510.7	rna-XM_002921236.4
OG0004721	ENST00000538780.1	rna-XM_034637997.1, rna-XM_034638503.1
OG0004722	ENST00000418703.6	rna-XM_034638664.1
OG0004723	ENST00000544838.5	rna-XM_002930374.4
OG0004724	ENST00000400246.5	rna-XM_019795621.2
OG0004725	ENST00000327423.10	rna-XM_002915593.4
OG0004726	ENST00000439502.6	rna-XM_034639671.1
OG0004727	ENST00000400288.6	rna-XM_034639663.1
OG0004728	ENST00000397525.5	rna-XM_034639666.1
OG0004729	ENST00000266269.9	rna-XM_002915550.4
OG0004730	ENST00000215912.9	rna-XM_002915552.4
OG0004731	ENST00000340552.4	rna-XM_011220152.2
OG0004732	ENST00000326132.10	rna-XM_011220162.3
OG0004733	ENST00000215885.3	rna-XM_002915555.4
OG0004734	ENST00000331075.9	rna-XM_034638658.1
OG0004735	ENST00000402395.5	rna-XM_011220164.3
OG0004736	ENST00000619644.4	rna-XM_011220165.3
OG0004737	ENST00000397641.7	rna-XM_034638738.1
OG0004738	ENST00000409999.3	rna-XM_002915598.4
OG0004739	ENST00000343605.4	rna-XM_002915559.4
OG0004740	ENST00000215838.7	rna-XM_011220173.3
OG0004741	ENST00000354694.11	rna-XM_002915562.4
OG0004742	ENST00000382363.7	rna-XM_034639706.1
OG0004743	ENST00000215793.12	rna-XM_002915568.4
OG0004744	ENST00000403477.7	rna-XM_002915570.3
OG0004745	ENST00000215781.2	rna-XM_002915571.4
OG0004746	ENST00000249075.3	rna-XM_034638875.1
OG0004747	ENST00000336726.10	rna-XM_034638815.1
OG0004748	ENST00000401950.6	rna-XM_011220190.3
OG0004749	ENST00000307790.7	rna-XM_011220202.3
OG0004750	ENST00000330029.6	rna-XM_034637954.1
OG0004751	ENST00000344318.3	rna-XM_002915578.4
OG0004752	ENST00000216144.3	rna-XM_019795676.2
OG0004753	ENST00000338641.8	rna-XM_034639696.1
OG0004754	ENST00000490103.5	rna-XM_011220214.3
OG0004755	ENST00000404820.7	rna-XM_034638462.1
OG0004756	ENST00000327813.9	rna-XM_034638027.1
OG0004757	ENST00000216071.4	rna-XM_034638028.1
OG0004758	ENST00000544604.6	rna-XM_011220229.3
OG0004759	ENST00000249064.8	rna-XM_034638164.1
OG0004760	ENST00000216027.7	rna-XM_002915590.4
OG0004761	ENST00000382580.6	rna-XM_034638160.1
OG0004762	ENST00000302326.4	rna-XM_034638032.1
OG0004763	ENST00000215939.2	rna-XM_034638902.1
OG0004764	ENST00000338754.8	rna-XM_034639346.1
OG0004765	ENST00000619735.4	rna-XM_011229341.3
OG0004766	ENST00000215917.11	rna-XM_011229340.3
OG0004767	ENST00000398145.6	rna-XM_034639315.1
OG0004768	ENST00000215906.5	rna-XM_002922774.4
OG0004769	ENST00000248933.10	rna-XM_034638595.1
OG0004770	ENST00000407587.6	rna-XM_034638624.1
OG0004771	ENST00000398215.2	rna-XM_011229336.1
OG0004772	ENST00000215855.6	rna-XM_002922771.2
OG0004773	ENST00000215057.6	rna-XM_019807807.2
OG0004774	ENST00000253023.7	rna-XM_011234637.3
OG0004775	ENST00000253024.9	rna-XM_034638035.1
OG0004776	ENST00000354590.7	rna-XM_019807823.2
OG0004777	ENST00000263093.6	rna-XM_002927060.4
OG0004778	ENST00000427624.2	rna-XM_019807820.2
OG0004779	ENST00000263100.7	rna-XM_034639373.1
OG0004780	ENST00000329665.4	rna-XM_011234610.3
OG0004781	ENST00000637233.1, ENST00000596652.5	rna-XM_034639360.1
OG0004782	ENST00000617501.4	rna-XM_011234589.3
OG0004783	ENST00000600404.1	rna-XM_034639392.1
OG0004784	ENST00000401053.8	rna-XM_034639365.1
OG0004785	ENST00000282326.5	rna-XM_034638040.1
OG0004787	ENST00000317398.10	rna-XM_034639394.1
OG0004788	ENST00000299871.9	rna-XM_011231654.3
OG0004789	ENST00000396161.9	rna-XM_034639343.1
OG0004790	ENST00000457177.5	rna-XM_011231661.3
OG0004791	ENST00000443917.6	rna-XM_034639498.1
OG0004792	ENST00000326441.13	rna-XM_034639471.1
OG0004793	ENST00000537055.3	rna-XM_034639502.1
OG0004794	ENST00000598409.5	rna-XM_019792546.2
OG0004795	ENST00000330619.12	rna-XM_011237850.3
OG0004796	ENST00000301310.8	rna-XM_011237978.3
OG0004797	ENST00000291598.11	rna-XM_019792693.2
OG0004798	ENST00000357330.6	rna-XM_019792700.2
OG0004799	ENST00000337080.7	rna-XM_034638071.1
OG0004800	ENST00000621651.4	rna-XM_034639488.1
OG0004801	ENST00000291971.7	rna-XM_019793532.2
OG0004802	ENST00000342929.3	rna-XM_034638081.1
OG0004803	ENST00000332836.6	rna-XM_034639489.1
OG0004804	ENST00000308924.8	rna-XM_034639530.1
OG0004805	ENST00000308964.7	rna-XM_011233802.3
OG0004806	ENST00000587252.5	rna-XM_019807135.2
OG0004807	ENST00000325333.9	rna-XM_011233804.2
OG0004808	ENST00000301073.3	rna-XM_034639544.1
OG0004809	ENST00000325421.6	rna-XM_034638710.1
OG0004810	ENST00000612221.1	rna-XM_019807116.1
OG0004811	ENST00000424985.3, ENST00000591954.3	rna-XM_034638086.1
OG0004812	ENST00000344158.4	rna-XM_011233813.3
OG0004813	ENST00000389623.10	rna-XM_034639404.1
OG0004814	ENST00000205194.4	rna-XM_034639413.1
OG0004815	ENST00000598519.1	rna-XM_034638087.1
OG0004816	ENST00000376325.8	rna-XM_034638088.1
OG0004817	ENST00000264552.13	rna-XM_002926382.4
OG0004818	ENST00000291934.3	rna-XM_002926381.3
OG0004819	ENST00000264563.6	rna-XM_034638791.1
OG0004820	ENST00000588572.6	rna-XM_034638090.1
OG0004821	ENST00000255613.7	rna-XM_002926403.4
OG0004822	ENST00000326652.8	rna-XM_019807132.2
OG0004823	ENST00000255631.9	rna-XM_002926379.4
OG0004824	ENST00000412770.6	rna-XM_034672408.1
OG0004825	ENST00000327042.4	rna-XM_011233785.3
OG0004826	ENST00000354308.7	rna-XM_034638485.1
OG0004827	ENST00000588981.5	rna-XM_034639195.1
OG0004828	ENST00000263433.7	rna-XM_034638091.1
OG0004829	ENST00000201647.10	rna-XM_019807125.2
OG0004830	ENST00000415061.7	rna-XM_011233775.3
OG0004831	ENST00000610347.1	rna-XM_034672545.1
OG0004832	ENST00000376531.3	rna-XM_034638103.1
OG0004833	ENST00000429671.6	rna-XM_034672603.1
OG0004834	ENST00000245615.5	rna-XM_034672589.1
OG0004835	ENST00000617472.4	rna-XM_002927967.4
OG0004836	ENST00000222224.3	rna-XM_002927966.4
OG0004837	ENST00000221232.9	rna-XM_034672553.1
OG0004838	ENST00000321030.8	rna-XM_034672587.1
OG0004839	ENST00000391759.5	rna-XM_002927955.4
OG0004840	ENST00000419113.5	rna-XM_002927954.4
OG0004841	ENST00000359649.8	rna-XM_034672604.1
OG0004842	ENST00000338372.6	rna-XM_034637779.1
OG0004843	ENST00000336967.7	rna-XM_019808716.2
OG0004844	ENST00000391773.5	rna-XM_002927960.4
OG0004845	ENST00000253144.13	rna-XM_011217247.3
OG0004846	ENST00000308062.7, ENST00000443774.5, ENST00000504750.5	rna-XM_034637872.1
OG0004848	ENST00000301399.11	rna-XM_011235654.3
OG0004849	ENST00000601714.5	rna-XM_034639123.1
OG0004850	ENST00000574814.1	rna-XM_011235631.3
OG0004851	ENST00000221973.7	rna-XM_034639184.1
OG0004852	ENST00000221978.9	rna-XM_011235630.3
OG0004853	ENST00000354232.8	rna-XM_002927921.4
OG0004854	ENST00000335624.4	rna-XM_034639068.1
OG0004855	ENST00000270642.8	rna-XM_002927930.4
OG0004856	ENST00000396477.4	rna-XM_011237872.3
OG0004857	ENST00000156499.6	rna-XM_034639167.1
OG0004858	ENST00000595793.5	rna-XM_011237877.3
OG0004859	ENST00000250351.4	rna-XM_002929778.4
OG0004860	ENST00000594768.5	rna-XM_034639171.1
OG0004861	ENST00000309958.7	rna-XM_002929770.4
OG0004862	ENST00000391806.6	rna-XM_019792595.1
OG0004863	ENST00000391807.5	rna-XM_019792606.1
OG0004864	ENST00000376851.7	rna-XM_019792607.2
OG0004865	ENST00000391809.6	rna-XM_002929781.4
OG0004866	ENST00000324041.5	rna-XM_034639164.1
OG0004867	ENST00000598239.5	rna-XM_019792603.2
OG0004868	ENST00000270593.1	rna-XM_034639194.1
OG0004869	ENST00000250340.8	rna-XM_002917817.4
OG0004870	ENST00000338916.8	rna-XM_002917818.4
OG0004871	ENST00000599957.5	rna-XM_034639091.1
OG0004872	ENST00000389208.8	rna-XM_011223165.3
OG0004873	ENST00000601423.5	rna-XM_011223168.3
OG0004874	ENST00000598585.1	rna-XM_019798159.2
OG0004875	ENST00000600100.5	rna-XM_019798161.2
OG0004876	ENST00000357701.5	rna-XM_002917819.4
OG0004877	ENST00000613923.4	rna-XM_034639055.1
OG0004878	ENST00000253727.9	rna-XM_019798167.2
OG0004879	ENST00000253719.6	rna-XM_002917890.4
OG0004880	ENST00000600293.5	rna-XM_019798146.1
OG0004881	ENST00000595661.5	rna-XM_011223179.3
OG0004882	ENST00000316763.7	rna-XM_034639615.1
OG0004883	ENST00000595125.5	rna-XM_019798179.2
OG0004884	ENST00000595948.5	rna-XM_034637878.1
OG0004885	ENST00000221543.9	rna-XM_034637876.1
OG0004886	ENST00000391835.1	rna-XM_034638975.1
OG0004887	ENST00000322344.7	rna-XM_019798181.2
OG0004888	ENST00000391842.5	rna-XM_034637885.1
OG0004889	ENST00000312865.10	rna-XM_034637933.1
OG0004890	ENST00000313777.8	rna-XM_002917828.4
OG0004891	ENST00000246801.7	rna-XM_019798147.1
OG0004892	ENST00000323446.9	rna-XM_034637994.1
OG0004893	ENST00000420022.3	rna-XM_011223192.3
OG0004894	ENST00000360565.7	rna-XM_034638976.1
OG0004895	ENST00000246792.3	rna-XM_019798133.2
OG0004896	ENST00000418929.6	rna-XM_034638709.1
OG0004897	ENST00000246794.9	rna-XM_019798135.2
OG0004898	ENST00000339093.7	rna-XM_002917836.4
OG0004899	ENST00000270645.7	rna-XM_002917837.4
OG0004900	ENST00000221466.9	rna-XM_034638977.1
OG0004901	ENST00000262265.9	rna-XM_019798197.2
OG0004902	ENST00000576655.5	rna-XM_011223220.3
OG0004903	ENST00000221498.6	rna-XM_034672883.1
OG0004904	ENST00000598810.5	rna-XM_002917850.4
OG0004905	ENST00000323906.8	rna-XM_034672877.1
OG0004906	ENST00000335875.8	rna-XM_034638565.1
OG0004908	ENST00000252825.8	rna-XM_011223232.3
OG0004909	ENST00000595090.5	rna-XM_002917855.4
OG0004910	ENST00000293288.12	rna-XM_034672411.1
OG0004911	ENST00000221403.6	rna-XM_002917860.4
OG0004912	ENST00000405315.8	rna-XM_034637957.1
OG0004913	ENST00000221399.7	rna-XM_019798155.2
OG0004914	ENST00000200453.5	rna-XM_002917917.4
OG0004915	ENST00000263265.10	rna-XM_034637759.1
OG0004916	ENST00000263278.8	rna-XM_011223238.3
OG0004917	ENST00000593515.5	rna-XM_034638456.1
OG0004918	ENST00000593756.5	rna-XM_034637944.1
OG0004919	ENST00000310160.7	rna-XM_034637939.1
OG0004920	ENST00000332955.6	rna-XM_011223243.3
OG0004921	ENST00000222145.8	rna-XM_034638982.1
OG0004922	ENST00000318083.10	rna-XM_034638534.1
OG0004923	ENST00000084798.8	rna-XM_019798245.2
OG0004924	ENST00000599029.2	rna-XM_019798233.2
OG0004925	ENST00000263266.3	rna-XM_034639584.1
OG0004926	ENST00000321762.2	rna-XM_002917871.3
OG0004927	ENST00000270238.3	rna-XM_034652148.1, rna-XM_034638984.1
OG0004928	ENST00000342291.2	rna-XM_002917873.4
OG0004929	ENST00000253237.9	rna-XM_002917874.4
OG0004930	ENST00000344846.6	rna-XM_002917876.4
OG0004931	ENST00000293261.7	rna-XM_011223262.3
OG0004932	ENST00000270221.10	rna-XM_011223261.3
OG0004933	ENST00000315396.7	rna-XM_034638986.1
OG0004934	ENST00000595607.5	rna-XM_019798156.1
OG0004935	ENST00000391898.7	rna-XM_034637948.1
OG0004936	ENST00000614654.1	rna-XM_034638987.1
OG0004937	ENST00000263274.11	rna-XM_034672807.1
OG0004938	ENST00000339841.6	rna-XM_011223271.3
OG0004939	ENST00000344839.3	rna-XM_019798143.2
OG0004940	ENST00000509570.6	rna-XM_011223272.3
OG0004941	ENST00000246802.9	rna-XM_034638003.1
OG0004942	ENST00000396720.7	rna-XM_034638988.1
OG0004943	ENST00000338134.7	rna-XM_011229657.3
OG0004944	ENST00000561096.5	rna-XM_034638989.1
OG0004945	ENST00000328771.8	rna-XM_019803579.2
OG0004946	ENST00000595464.2	rna-XM_019803580.2
OG0004947	ENST00000355085.3	rna-XM_002923041.4
OG0004948	ENST00000221922.10	rna-XM_034638143.1
OG0004949	ENST00000253048.9	rna-XM_019803585.2
OG0004950	ENST00000614079.1	rna-XM_002923043.4
OG0004951	ENST00000542575.6	rna-XM_002923045.4
OG0004952	ENST00000391910.7	rna-XM_034638218.1
OG0004953	ENST00000300873.4	rna-XM_002923047.4
OG0004954	ENST00000291294.6	rna-XM_002923048.4
OG0004955	ENST00000307522.3	rna-XM_019803591.2
OG0004956	ENST00000313683.14	rna-XM_034638994.1
OG0004957	ENST00000377670.8	rna-XM_034672784.1
OG0004958	ENST00000008938.4	rna-XM_002928508.4
OG0004959	ENST00000595358.5	rna-XM_034638067.1
OG0004960	ENST00000341294.3	rna-XM_002928498.3
OG0004961	ENST00000302165.4	rna-XM_002928499.4
OG0004962	ENST00000302177.2	rna-XM_002928500.3
OG0004963	ENST00000245934.11	rna-XM_002928501.4
OG0004964	ENST00000221538.7	rna-XM_002928512.4
OG0004965	ENST00000343373.8	rna-XM_034638072.1
OG0004966	ENST00000317578.6	rna-XM_011236376.3
OG0004967	ENST00000317683.3	rna-XM_034638093.1
OG0004968	ENST00000012049.9	rna-XM_034638096.1
OG0004969	ENST00000342669.7	rna-XM_002928504.4
OG0004970	ENST00000590918.5	rna-XM_034639304.1
OG0004971	ENST00000323040.4	rna-XM_034638542.1
OG0004972	ENST00000245932.10	rna-XM_034638833.1
OG0004973	ENST00000451287.6	rna-XM_034638822.1
OG0004974	ENST00000245923.8	rna-XM_034638821.1
OG0004975	ENST00000353609.7	rna-XM_002924259.4
OG0004976	ENST00000013807.9	rna-XM_019804860.2
OG0004977	ENST00000589804.1	rna-XM_002924239.3
OG0004978	ENST00000360957.9	rna-XM_034672874.1
OG0004979	ENST00000470402.1	rna-XM_034638479.1
OG0004980	ENST00000413988.2	rna-XM_034639002.1
OG0004981	ENST00000006275.8	rna-XM_002924243.4
OG0004982	ENST00000221462.8	rna-XM_034637846.1
OG0004983	ENST00000591607.1	rna-XM_011231070.3
OG0004984	ENST00000303809.6	rna-XM_034637849.1
OG0004985	ENST00000221455.7	rna-XM_034637847.1
OG0004986	ENST00000221452.12	rna-XM_011231074.3
OG0004987	ENST00000337392.9	rna-XM_034639284.1
OG0004988	ENST00000592954.1	rna-XM_034639426.1
OG0004989	ENST00000252486.8	rna-XM_019804886.2
OG0004990	ENST00000270233.10	rna-XM_034638663.1
OG0004991	ENST00000270279.7	rna-XM_019804890.2
OG0004992	ENST00000164227.9	rna-XM_034639004.1
OG0004993	ENST00000587331.6	rna-XM_034639005.1
OG0004994	ENST00000403660.3	rna-XM_034638649.1
OG0004995	ENST00000425690.7	rna-XM_011231079.3
OG0004996	ENST00000428245.5	rna-XM_034637769.1
OG0004997	ENST00000221327.8	rna-XM_034637773.1
