Orthogroup	homSap.longCDS.prots	ursAme.longCDS.prots
OG0004562	ENST00000305784.6	transcript_ENSUAMT00000011579
OG0004563	ENST00000636051.1	transcript_ENSUAMT00000011580
OG0004564	ENST00000321264.8	transcript_ENSUAMT00000011582
OG0004565	ENST00000192314.6	transcript_ENSUAMT00000011584
OG0004566	ENST00000325935.10	transcript_ENSUAMT00000011585
OG0004567	ENST00000334409.9	transcript_ENSUAMT00000011591
OG0004568	ENST00000343216.3	transcript_ENSUAMT00000011593
OG0004571	ENST00000394780.7	transcript_ENSUAMT00000029760
OG0004572	ENST00000370501.3	transcript_ENSUAMT00000018077
OG0004573	ENST00000276055.3	transcript_ENSUAMT00000008565
OG0004574	ENST00000620284.4	transcript_ENSUAMT00000040037
OG0004575	ENST00000594369.5	transcript_ENSUAMT00000005336
OG0004576	ENST00000536435.6	transcript_ENSUAMT00000010064
OG0004577	ENST00000355557.6	transcript_ENSUAMT00000010068
OG0004578	ENST00000328654.9	transcript_ENSUAMT00000010078
OG0004579	ENST00000392321.3	transcript_ENSUAMT00000010075
OG0004580	ENST00000432561.6	transcript_ENSUAMT00000013410
OG0004581	ENST00000204726.7	transcript_ENSUAMT00000013249
OG0004582	ENST00000357997.9	transcript_ENSUAMT00000013232
OG0004583	ENST00000498926.6	transcript_ENSUAMT00000013226
OG0004584	ENST00000320574.9	transcript_ENSUAMT00000013193
OG0004585	ENST00000330579.5	transcript_ENSUAMT00000002856
OG0004586	ENST00000397333.3	transcript_ENSUAMT00000001473
OG0004587	ENST00000389561.6	transcript_ENSUAMT00000034367
OG0004588	ENST00000376649.7	transcript_ENSUAMT00000024440
OG0004589	ENST00000321867.5	transcript_ENSUAMT00000024400
OG0004590	ENST00000360564.5	transcript_ENSUAMT00000024092
OG0004591	ENST00000541286.5	transcript_ENSUAMT00000024054
OG0004592	ENST00000535015.5	transcript_ENSUAMT00000009250
OG0004593	ENST00000537468.1	transcript_ENSUAMT00000010447
OG0004594	ENST00000266771.9	transcript_ENSUAMT00000010453
OG0004595	ENST00000316519.10	transcript_ENSUAMT00000005391
OG0004596	ENST00000341446.8	transcript_ENSUAMT00000005378
OG0004597	ENST00000308736.6	transcript_ENSUAMT00000005304
OG0004598	ENST00000415380.6	transcript_ENSUAMT00000005637
OG0004599	ENST00000405201.5	transcript_ENSUAMT00000034349
OG0004600	ENST00000409039.7	transcript_ENSUAMT00000034522
OG0004601	ENST00000330342.7	transcript_ENSUAMT00000034720
OG0004602	ENST00000303372.6	transcript_ENSUAMT00000017685
OG0004603	ENST00000543341.6	transcript_ENSUAMT00000017621
OG0004604	ENST00000424014.6	transcript_ENSUAMT00000017631
OG0004605	ENST00000238146.8	transcript_ENSUAMT00000017643
OG0004606	ENST00000376874.8	transcript_ENSUAMT00000017666
OG0004607	ENST00000412157.2	transcript_ENSUAMT00000017677
OG0004608	ENST00000280571.9	transcript_ENSUAMT00000028187
OG0004609	ENST00000402868.7	transcript_ENSUAMT00000028269
OG0004610	ENST00000420886.6	transcript_ENSUAMT00000028185
OG0004611	ENST00000261692.6	transcript_ENSUAMT00000028184
OG0004612	ENST00000253233.5	transcript_ENSUAMT00000028182
OG0004613	ENST00000606320.5	transcript_ENSUAMT00000028176
OG0004614	ENST00000315580.9	transcript_ENSUAMT00000000611
OG0004615	ENST00000228922.11	transcript_ENSUAMT00000000601
OG0004616	ENST00000442028.6	transcript_ENSUAMT00000000597
OG0004617	ENST00000267202.6	transcript_ENSUAMT00000004504
OG0004618	ENST00000253083.8	transcript_ENSUAMT00000007570
OG0004619	ENST00000253079.10	transcript_ENSUAMT00000007777
OG0004620	ENST00000432564.2	transcript_ENSUAMT00000004531
OG0004621	ENST00000333479.11	transcript_ENSUAMT00000004528
OG0004622	ENST00000331738.11	transcript_ENSUAMT00000013985
OG0004623	ENST00000633063.1	transcript_ENSUAMT00000019361
OG0004624	ENST00000620786.4	transcript_ENSUAMT00000011861
OG0004625	ENST00000443649.7	transcript_ENSUAMT00000011887
OG0004626	ENST00000324189.4	transcript_ENSUAMT00000011891
OG0004627	ENST00000339777.4	transcript_ENSUAMT00000011901
OG0004628	ENST00000377035.1	transcript_ENSUAMT00000011905
OG0004629	ENST00000319080.11	transcript_ENSUAMT00000011910
OG0004630	ENST00000288912.8	transcript_ENSUAMT00000011924
OG0004631	ENST00000289004.8	transcript_ENSUAMT00000011936
OG0004632	ENST00000604567.5	transcript_ENSUAMT00000011952
OG0004633	ENST00000617316.1	transcript_ENSUAMT00000008628
OG0004634	ENST00000377071.8	transcript_ENSUAMT00000020848
OG0004635	ENST00000392464.3	transcript_ENSUAMT00000020787
OG0004636	ENST00000261819.7	transcript_ENSUAMT00000020610
OG0004637	ENST00000324774.9	transcript_ENSUAMT00000018604
OG0004638	ENST00000359949.11	transcript_ENSUAMT00000007782
OG0004639	ENST00000328963.9	transcript_ENSUAMT00000007799
OG0004640	ENST00000552912.5	transcript_ENSUAMT00000007807
OG0004641	ENST00000455511.7	transcript_ENSUAMT00000015231
OG0004642	ENST00000228825.11	transcript_ENSUAMT00000015249
OG0004643	ENST00000543199.5	transcript_ENSUAMT00000015252
OG0004644	ENST00000377673.9	transcript_ENSUAMT00000015256
OG0004645	ENST00000392672.8	transcript_ENSUAMT00000015276
OG0004646	ENST00000354300.4	transcript_ENSUAMT00000015282
OG0004647	ENST00000397659.8	transcript_ENSUAMT00000015284
OG0004648	ENST00000308208.9	transcript_ENSUAMT00000034673
OG0004649	ENST00000261726.10	transcript_ENSUAMT00000036968
OG0004650	ENST00000341259.6	transcript_ENSUAMT00000036970
OG0004651	ENST00000377617.7	transcript_ENSUAMT00000036971
OG0004652	ENST00000419234.8	transcript_ENSUAMT00000036980
OG0004653	ENST00000455480.6	transcript_ENSUAMT00000036983
OG0004654	ENST00000551404.6	transcript_ENSUAMT00000002071
OG0004655	ENST00000552374.6	transcript_ENSUAMT00000038711
OG0004656	ENST00000261735.3	transcript_ENSUAMT00000012787
OG0004657	ENST00000261745.8	transcript_ENSUAMT00000012699
OG0004658	ENST00000412615.6	transcript_ENSUAMT00000011550
OG0004659	ENST00000377560.9	transcript_ENSUAMT00000011555
OG0004660	ENST00000635625.1	transcript_ENSUAMT00000011568
OG0004661	ENST00000543106.6	transcript_ENSUAMT00000041751
OG0004662	ENST00000228928.11	transcript_ENSUAMT00000041749
OG0004663	ENST00000546530.5	transcript_ENSUAMT00000041745
OG0004664	ENST00000335621.10	transcript_ENSUAMT00000041744
OG0004665	ENST00000314045.11	transcript_ENSUAMT00000041740
OG0004666	ENST00000552495.1	transcript_ENSUAMT00000041738
OG0004667	ENST00000416617.2	transcript_ENSUAMT00000041737
OG0004668	ENST00000550785.5	transcript_ENSUAMT00000041735
OG0004669	ENST00000552014.5	transcript_ENSUAMT00000041734
OG0004670	ENST00000280800.4	transcript_ENSUAMT00000041731
OG0004671	ENST00000403593.8	transcript_ENSUAMT00000000426
OG0004672	ENST00000545145.6	transcript_ENSUAMT00000002569
OG0004673	ENST00000310346.8	transcript_ENSUAMT00000002607
OG0004674	ENST00000257566.7	transcript_ENSUAMT00000000695
OG0004675	ENST00000261318.4	transcript_ENSUAMT00000006520
OG0004676	ENST00000257575.8	transcript_ENSUAMT00000006530
OG0004677	ENST00000309909.9	transcript_ENSUAMT00000008421
OG0004678	ENST00000330622.9	transcript_ENSUAMT00000038374
OG0004679	ENST00000454402.6	transcript_ENSUAMT00000039872
OG0004680	ENST00000441406.6	transcript_ENSUAMT00000039867
OG0004681	ENST00000359236.9	transcript_ENSUAMT00000039863
OG0004682	ENST00000261313.2	transcript_ENSUAMT00000039860
OG0004683	ENST00000267260.4	transcript_ENSUAMT00000019375
OG0004684	ENST00000281938.6	transcript_ENSUAMT00000019379
OG0004685	ENST00000327554.2	transcript_ENSUAMT00000019393
OG0004686	ENST00000426426.2	transcript_ENSUAMT00000019401
OG0004687	ENST00000392521.6	transcript_ENSUAMT00000008926
OG0004688	ENST00000229340.9	transcript_ENSUAMT00000008913
OG0004689	ENST00000300648.6	transcript_ENSUAMT00000038644
OG0004690	ENST00000637617.1	transcript_ENSUAMT00000038735
OG0004691	ENST00000202967.4	transcript_ENSUAMT00000027639
OG0004692	ENST00000308366.8	transcript_ENSUAMT00000027638
OG0004693	ENST00000546954.1	transcript_ENSUAMT00000021934
OG0004694	ENST00000229390.7	transcript_ENSUAMT00000021944
OG0004695	ENST00000413266.6	transcript_ENSUAMT00000021955
OG0004696	ENST00000357500.4	transcript_ENSUAMT00000021957
OG0004697	ENST00000228506.7	transcript_ENSUAMT00000020102
OG0004698	ENST00000344651.4	transcript_ENSUAMT00000020103
OG0004699	ENST00000242592.8	transcript_ENSUAMT00000020106
OG0004700	ENST00000353487.6	transcript_ENSUAMT00000020110
OG0004701	ENST00000541395.5	transcript_ENSUAMT00000032570
OG0004702	ENST00000537817.5	transcript_ENSUAMT00000032569
OG0004703	ENST00000257570.9	transcript_ENSUAMT00000032568
OG0004704	ENST00000549903.1	transcript_ENSUAMT00000034736
OG0004705	ENST00000412676.5	transcript_ENSUAMT00000034737
OG0004706	ENST00000552695.5	transcript_ENSUAMT00000034738
OG0004707	ENST00000228284.7	transcript_ENSUAMT00000034739
OG0004708	ENST00000311893.13	transcript_ENSUAMT00000034740
OG0004709	ENST00000392806.3	transcript_ENSUAMT00000034741
OG0004710	ENST00000228463.6	transcript_ENSUAMT00000034744
OG0004711	ENST00000326495.9	transcript_ENSUAMT00000034747
OG0004712	ENST00000228476.7	transcript_ENSUAMT00000009787
OG0004713	ENST00000610966.4	transcript_ENSUAMT00000032485
OG0004714	ENST00000257548.9	transcript_ENSUAMT00000032483
OG0004715	ENST00000343075.7	transcript_ENSUAMT00000032481
OG0004716	ENST00000242576.6	transcript_ENSUAMT00000032479
OG0004717	ENST00000299162.9	transcript_ENSUAMT00000012897
OG0004718	ENST00000434735.6	transcript_ENSUAMT00000040747
OG0004719	ENST00000545712.6	transcript_ENSUAMT00000040749
OG0004720	ENST00000228510.7	transcript_ENSUAMT00000040750
OG0004721	ENST00000538780.1	transcript_ENSUAMT00000040752
OG0004722	ENST00000418703.6	transcript_ENSUAMT00000040861
OG0004723	ENST00000544838.5	transcript_ENSUAMT00000022687
OG0004724	ENST00000400246.5	transcript_ENSUAMT00000028922
OG0004725	ENST00000327423.10	transcript_ENSUAMT00000035612
OG0004726	ENST00000439502.6	transcript_ENSUAMT00000004811
OG0004727	ENST00000400288.6	transcript_ENSUAMT00000035864
OG0004728	ENST00000397525.5	transcript_ENSUAMT00000018344
OG0004729	ENST00000266269.9	transcript_ENSUAMT00000021223
OG0004730	ENST00000215912.9	transcript_ENSUAMT00000021225
OG0004731	ENST00000340552.4	transcript_ENSUAMT00000021227
OG0004732	ENST00000326132.10	transcript_ENSUAMT00000021231
OG0004733	ENST00000215885.3	transcript_ENSUAMT00000013956
OG0004734	ENST00000331075.9	transcript_ENSUAMT00000013938
OG0004735	ENST00000402395.5	transcript_ENSUAMT00000013899
OG0004736	ENST00000619644.4	transcript_ENSUAMT00000013895
OG0004737	ENST00000397641.7	transcript_ENSUAMT00000002521
OG0004738	ENST00000409999.3	transcript_ENSUAMT00000009064
OG0004739	ENST00000343605.4	transcript_ENSUAMT00000009053
OG0004740	ENST00000215838.7	transcript_ENSUAMT00000009049
OG0004741	ENST00000354694.11	transcript_ENSUAMT00000009042
OG0004742	ENST00000382363.7	transcript_ENSUAMT00000008899
OG0004743	ENST00000215793.12	transcript_ENSUAMT00000008889
OG0004744	ENST00000403477.7	transcript_ENSUAMT00000008886
OG0004745	ENST00000215781.2	transcript_ENSUAMT00000008883
OG0004746	ENST00000249075.3	transcript_ENSUAMT00000008881
OG0004747	ENST00000336726.10	transcript_ENSUAMT00000008879
OG0004748	ENST00000401950.6	transcript_ENSUAMT00000008868
OG0004749	ENST00000307790.7	transcript_ENSUAMT00000021978
OG0004750	ENST00000330029.6	transcript_ENSUAMT00000021987
OG0004751	ENST00000344318.3	transcript_ENSUAMT00000021990
OG0004752	ENST00000216144.3	transcript_ENSUAMT00000021997
OG0004753	ENST00000338641.8	transcript_ENSUAMT00000022006
OG0004754	ENST00000490103.5	transcript_ENSUAMT00000019313
OG0004755	ENST00000404820.7	transcript_ENSUAMT00000017675
OG0004756	ENST00000327813.9	transcript_ENSUAMT00000017679
OG0004757	ENST00000216071.4	transcript_ENSUAMT00000017682
OG0004758	ENST00000544604.6	transcript_ENSUAMT00000017683
OG0004759	ENST00000249064.8	transcript_ENSUAMT00000017712
OG0004760	ENST00000216027.7	transcript_ENSUAMT00000017715
OG0004761	ENST00000382580.6	transcript_ENSUAMT00000015715
OG0004762	ENST00000302326.4	transcript_ENSUAMT00000027510
OG0004763	ENST00000215939.2	transcript_ENSUAMT00000003998
OG0004764	ENST00000338754.8	transcript_ENSUAMT00000023071
OG0004765	ENST00000619735.4	transcript_ENSUAMT00000023067
OG0004766	ENST00000215917.11	transcript_ENSUAMT00000023066
OG0004767	ENST00000398145.6	transcript_ENSUAMT00000037950
OG0004768	ENST00000215906.5	transcript_ENSUAMT00000037951
OG0004769	ENST00000248933.10	transcript_ENSUAMT00000037976
OG0004770	ENST00000407587.6	transcript_ENSUAMT00000012810
OG0004771	ENST00000398215.2	transcript_ENSUAMT00000012856
OG0004772	ENST00000215855.6	transcript_ENSUAMT00000012849
OG0004773	ENST00000215057.6	transcript_ENSUAMT00000004523
OG0004774	ENST00000253023.7	transcript_ENSUAMT00000004524
OG0004775	ENST00000253024.9	transcript_ENSUAMT00000005302
OG0004776	ENST00000354590.7	transcript_ENSUAMT00000005306
OG0004777	ENST00000263093.6	transcript_ENSUAMT00000005310
OG0004779	ENST00000263100.7	transcript_ENSUAMT00000027913
OG0004780	ENST00000329665.4	transcript_ENSUAMT00000027916, transcript_ENSUAMT00000006250
OG0004781	ENST00000637233.1, ENST00000596652.5	transcript_ENSUAMT00000027922
OG0004782	ENST00000617501.4	transcript_ENSUAMT00000027924
OG0004783	ENST00000600404.1	transcript_ENSUAMT00000027926
OG0004784	ENST00000401053.8	transcript_ENSUAMT00000027928
OG0004785	ENST00000282326.5	transcript_ENSUAMT00000027930
OG0004787	ENST00000317398.10	transcript_ENSUAMT00000023756
OG0004788	ENST00000299871.9	transcript_ENSUAMT00000002791
OG0004789	ENST00000396161.9	transcript_ENSUAMT00000002797
OG0004790	ENST00000457177.5	transcript_ENSUAMT00000002827
OG0004791	ENST00000443917.6	transcript_ENSUAMT00000003399
OG0004792	ENST00000326441.13	transcript_ENSUAMT00000013216
OG0004793	ENST00000537055.3	transcript_ENSUAMT00000036894
OG0004794	ENST00000598409.5	transcript_ENSUAMT00000036897
OG0004795	ENST00000330619.12	transcript_ENSUAMT00000036899
OG0004796	ENST00000301310.8	transcript_ENSUAMT00000014559
OG0004797	ENST00000291598.11	transcript_ENSUAMT00000014565
OG0004798	ENST00000357330.6	transcript_ENSUAMT00000041086
OG0004799	ENST00000337080.7	transcript_ENSUAMT00000041088
OG0004800	ENST00000621651.4	transcript_ENSUAMT00000038022
OG0004801	ENST00000291971.7	transcript_ENSUAMT00000038023
OG0004802	ENST00000342929.3	transcript_ENSUAMT00000038029
OG0004803	ENST00000332836.6	transcript_ENSUAMT00000028510
OG0004804	ENST00000308924.8	transcript_ENSUAMT00000028521
OG0004805	ENST00000308964.7	transcript_ENSUAMT00000028522
OG0004806	ENST00000587252.5	transcript_ENSUAMT00000028523
OG0004807	ENST00000325333.9	transcript_ENSUAMT00000028525
OG0004808	ENST00000301073.3	transcript_ENSUAMT00000027700
OG0004809	ENST00000325421.6	transcript_ENSUAMT00000027698
OG0004810	ENST00000612221.1	transcript_ENSUAMT00000027697
OG0004812	ENST00000344158.4	transcript_ENSUAMT00000027696
OG0004813	ENST00000389623.10	transcript_ENSUAMT00000027694
OG0004814	ENST00000205194.4	transcript_ENSUAMT00000029012
OG0004815	ENST00000598519.1	transcript_ENSUAMT00000029013
OG0004816	ENST00000376325.8	transcript_ENSUAMT00000029019
OG0004817	ENST00000264552.13	transcript_ENSUAMT00000029020
OG0004818	ENST00000291934.3	transcript_ENSUAMT00000025073
OG0004819	ENST00000264563.6	transcript_ENSUAMT00000025075
OG0004820	ENST00000588572.6	transcript_ENSUAMT00000025078, transcript_ENSUAMT00000025077
OG0004821	ENST00000255613.7	transcript_ENSUAMT00000025088
OG0004822	ENST00000326652.8	transcript_ENSUAMT00000025093
OG0004823	ENST00000255631.9	transcript_ENSUAMT00000025100
OG0004824	ENST00000412770.6	transcript_ENSUAMT00000025101
OG0004825	ENST00000327042.4	transcript_ENSUAMT00000025104
OG0004826	ENST00000354308.7	transcript_ENSUAMT00000025106
OG0004827	ENST00000588981.5	transcript_ENSUAMT00000025117
OG0004828	ENST00000263433.7	transcript_ENSUAMT00000025121
OG0004829	ENST00000201647.10	transcript_ENSUAMT00000025124
OG0004830	ENST00000415061.7	transcript_ENSUAMT00000025127
OG0004831	ENST00000610347.1	transcript_ENSUAMT00000013248
OG0004832	ENST00000376531.3	transcript_ENSUAMT00000013243
OG0004833	ENST00000429671.6	transcript_ENSUAMT00000011902
OG0004834	ENST00000245615.5	transcript_ENSUAMT00000011900
OG0004835	ENST00000617472.4	transcript_ENSUAMT00000006693
OG0004836	ENST00000222224.3	transcript_ENSUAMT00000006709
OG0004837	ENST00000221232.9	transcript_ENSUAMT00000006713
OG0004838	ENST00000321030.8	transcript_ENSUAMT00000006718
OG0004839	ENST00000391759.5	transcript_ENSUAMT00000006722
OG0004840	ENST00000419113.5	transcript_ENSUAMT00000006729
OG0004841	ENST00000359649.8	transcript_ENSUAMT00000006734
OG0004842	ENST00000338372.6	transcript_ENSUAMT00000006755
OG0004843	ENST00000336967.7	transcript_ENSUAMT00000022749
OG0004844	ENST00000391773.5	transcript_ENSUAMT00000022759
OG0004845	ENST00000253144.13	transcript_ENSUAMT00000022800
OG0004848	ENST00000301399.11	transcript_ENSUAMT00000012617
OG0004849	ENST00000601714.5	transcript_ENSUAMT00000038489
OG0004850	ENST00000574814.1	transcript_ENSUAMT00000008131
OG0004851	ENST00000221973.7	transcript_ENSUAMT00000008142
OG0004852	ENST00000221978.9	transcript_ENSUAMT00000026100
OG0004853	ENST00000354232.8	transcript_ENSUAMT00000026098
OG0004854	ENST00000335624.4	transcript_ENSUAMT00000026097
OG0004855	ENST00000270642.8	transcript_ENSUAMT00000026096
OG0004856	ENST00000396477.4	transcript_ENSUAMT00000031856
OG0004857	ENST00000156499.6	transcript_ENSUAMT00000031866
OG0004858	ENST00000595793.5	transcript_ENSUAMT00000031878
OG0004859	ENST00000250351.4	transcript_ENSUAMT00000031882
OG0004860	ENST00000594768.5	transcript_ENSUAMT00000031895
OG0004861	ENST00000309958.7	transcript_ENSUAMT00000031901
OG0004862	ENST00000391806.6	transcript_ENSUAMT00000031908
OG0004863	ENST00000391807.5	transcript_ENSUAMT00000031909
OG0004864	ENST00000376851.7	transcript_ENSUAMT00000031918
OG0004865	ENST00000391809.6	transcript_ENSUAMT00000031939
OG0004866	ENST00000324041.5	transcript_ENSUAMT00000031944
OG0004867	ENST00000598239.5	transcript_ENSUAMT00000031948
OG0004868	ENST00000270593.1	transcript_ENSUAMT00000031967
OG0004869	ENST00000250340.8	transcript_ENSUAMT00000031969
OG0004870	ENST00000338916.8	transcript_ENSUAMT00000021158
OG0004871	ENST00000599957.5	transcript_ENSUAMT00000019755
OG0004872	ENST00000389208.8	transcript_ENSUAMT00000019757
OG0004873	ENST00000601423.5	transcript_ENSUAMT00000019758
OG0004874	ENST00000598585.1	transcript_ENSUAMT00000019761
OG0004875	ENST00000600100.5	transcript_ENSUAMT00000019765
OG0004876	ENST00000357701.5	transcript_ENSUAMT00000019794
OG0004877	ENST00000613923.4	transcript_ENSUAMT00000021101
OG0004878	ENST00000253727.9	transcript_ENSUAMT00000021153
OG0004879	ENST00000253719.6	transcript_ENSUAMT00000021154
OG0004880	ENST00000600293.5	transcript_ENSUAMT00000004280
OG0004881	ENST00000595661.5	transcript_ENSUAMT00000002117
OG0004882	ENST00000316763.7	transcript_ENSUAMT00000041405
OG0004883	ENST00000595125.5	transcript_ENSUAMT00000003422
OG0004884	ENST00000595948.5	transcript_ENSUAMT00000003426
OG0004885	ENST00000221543.9	transcript_ENSUAMT00000003434
OG0004886	ENST00000391835.1	transcript_ENSUAMT00000003459
OG0004887	ENST00000322344.7	transcript_ENSUAMT00000005314
OG0004888	ENST00000391842.5	transcript_ENSUAMT00000005562
OG0004889	ENST00000312865.10	transcript_ENSUAMT00000005613
OG0004890	ENST00000313777.8	transcript_ENSUAMT00000005795
OG0004891	ENST00000246801.7	transcript_ENSUAMT00000010014
OG0004892	ENST00000323446.9	transcript_ENSUAMT00000010010
OG0004893	ENST00000420022.3	transcript_ENSUAMT00000010008
OG0004894	ENST00000360565.7	transcript_ENSUAMT00000009922
OG0004895	ENST00000246792.3	transcript_ENSUAMT00000009893
OG0004896	ENST00000418929.6	transcript_ENSUAMT00000009891
OG0004897	ENST00000246794.9	transcript_ENSUAMT00000009848
OG0004898	ENST00000339093.7	transcript_ENSUAMT00000009842
OG0004899	ENST00000270645.7	transcript_ENSUAMT00000011544
OG0004900	ENST00000221466.9	transcript_ENSUAMT00000011539
OG0004901	ENST00000262265.9	transcript_ENSUAMT00000010048
OG0004902	ENST00000576655.5	transcript_ENSUAMT00000010044
OG0004903	ENST00000221498.6	transcript_ENSUAMT00000010034
OG0004904	ENST00000598810.5	transcript_ENSUAMT00000010031
OG0004905	ENST00000323906.8	transcript_ENSUAMT00000010018
OG0004906	ENST00000335875.8	transcript_ENSUAMT00000035621
OG0004908	ENST00000252825.8	transcript_ENSUAMT00000022896
OG0004909	ENST00000595090.5	transcript_ENSUAMT00000014835
OG0004910	ENST00000293288.12	transcript_ENSUAMT00000014824
OG0004911	ENST00000221403.6	transcript_ENSUAMT00000014820
OG0004912	ENST00000405315.8	transcript_ENSUAMT00000014818
OG0004913	ENST00000221399.7	transcript_ENSUAMT00000014815
OG0004914	ENST00000200453.5	transcript_ENSUAMT00000014812
OG0004915	ENST00000263265.10	transcript_ENSUAMT00000014808
OG0004916	ENST00000263278.8	transcript_ENSUAMT00000014658
OG0004917	ENST00000593515.5	transcript_ENSUAMT00000014650
OG0004918	ENST00000593756.5	transcript_ENSUAMT00000014649
OG0004919	ENST00000310160.7	transcript_ENSUAMT00000014648
OG0004920	ENST00000332955.6	transcript_ENSUAMT00000014646
OG0004921	ENST00000222145.8	transcript_ENSUAMT00000014644
OG0004922	ENST00000318083.10	transcript_ENSUAMT00000014590
OG0004923	ENST00000084798.8	transcript_ENSUAMT00000014844
OG0004924	ENST00000599029.2	transcript_ENSUAMT00000014855
OG0004925	ENST00000263266.3	transcript_ENSUAMT00000014860
OG0004926	ENST00000321762.2	transcript_ENSUAMT00000014861
OG0004928	ENST00000342291.2	transcript_ENSUAMT00000022084
OG0004929	ENST00000253237.9	transcript_ENSUAMT00000022087
OG0004930	ENST00000344846.6	transcript_ENSUAMT00000015604
OG0004931	ENST00000293261.7	transcript_ENSUAMT00000015605
OG0004932	ENST00000270221.10	transcript_ENSUAMT00000015610
OG0004933	ENST00000315396.7	transcript_ENSUAMT00000015620
OG0004934	ENST00000595607.5	transcript_ENSUAMT00000015623
OG0004935	ENST00000391898.7	transcript_ENSUAMT00000015633
OG0004936	ENST00000614654.1	transcript_ENSUAMT00000015637
OG0004937	ENST00000263274.11	transcript_ENSUAMT00000009956
OG0004938	ENST00000339841.6	transcript_ENSUAMT00000006926
OG0004939	ENST00000344839.3	transcript_ENSUAMT00000006921
OG0004940	ENST00000509570.6	transcript_ENSUAMT00000041535
OG0004941	ENST00000246802.9	transcript_ENSUAMT00000041532
OG0004942	ENST00000396720.7	transcript_ENSUAMT00000041529
OG0004943	ENST00000338134.7	transcript_ENSUAMT00000028998
OG0004944	ENST00000561096.5	transcript_ENSUAMT00000029000
OG0004945	ENST00000328771.8	transcript_ENSUAMT00000029061
OG0004946	ENST00000595464.2	transcript_ENSUAMT00000040109
OG0004947	ENST00000355085.3	transcript_ENSUAMT00000040108
OG0004948	ENST00000221922.10	transcript_ENSUAMT00000038999
OG0004949	ENST00000253048.9	transcript_ENSUAMT00000039947
OG0004950	ENST00000614079.1	transcript_ENSUAMT00000037760
OG0004951	ENST00000542575.6	transcript_ENSUAMT00000023972
OG0004952	ENST00000391910.7	transcript_ENSUAMT00000014931
OG0004953	ENST00000300873.4	transcript_ENSUAMT00000024085
OG0004954	ENST00000291294.6	transcript_ENSUAMT00000024082
OG0004955	ENST00000307522.3	transcript_ENSUAMT00000005029
OG0004956	ENST00000313683.14	transcript_ENSUAMT00000005024
OG0004957	ENST00000377670.8	transcript_ENSUAMT00000005035
OG0004958	ENST00000008938.4	transcript_ENSUAMT00000025368
OG0004959	ENST00000595358.5	transcript_ENSUAMT00000022120
OG0004960	ENST00000341294.3	transcript_ENSUAMT00000033681
OG0004961	ENST00000302165.4	transcript_ENSUAMT00000033678
OG0004962	ENST00000302177.2	transcript_ENSUAMT00000033677
OG0004963	ENST00000245934.11	transcript_ENSUAMT00000033657
OG0004964	ENST00000221538.7	transcript_ENSUAMT00000032205
OG0004965	ENST00000343373.8	transcript_ENSUAMT00000032187
OG0004966	ENST00000317578.6	transcript_ENSUAMT00000032126
OG0004967	ENST00000317683.3	transcript_ENSUAMT00000033682
OG0004968	ENST00000012049.9	transcript_ENSUAMT00000033683
OG0004969	ENST00000342669.7	transcript_ENSUAMT00000033684
OG0004970	ENST00000590918.5	transcript_ENSUAMT00000033687
OG0004971	ENST00000323040.4	transcript_ENSUAMT00000023622
OG0004972	ENST00000245932.10	transcript_ENSUAMT00000029034
OG0004973	ENST00000451287.6	transcript_ENSUAMT00000029033
OG0004974	ENST00000245923.8	transcript_ENSUAMT00000029032
OG0004975	ENST00000353609.7	transcript_ENSUAMT00000029031
OG0004976	ENST00000013807.9	transcript_ENSUAMT00000029030
OG0004977	ENST00000589804.1	transcript_ENSUAMT00000029028
OG0004978	ENST00000360957.9	transcript_ENSUAMT00000029027
OG0004979	ENST00000470402.1	transcript_ENSUAMT00000028006
OG0004980	ENST00000413988.2	transcript_ENSUAMT00000027789
OG0004981	ENST00000006275.8	transcript_ENSUAMT00000034844
OG0004982	ENST00000221462.8	transcript_ENSUAMT00000038708
OG0004983	ENST00000591607.1	transcript_ENSUAMT00000038709
OG0004984	ENST00000303809.6	transcript_ENSUAMT00000006756
OG0004985	ENST00000221455.7	transcript_ENSUAMT00000033950
OG0004986	ENST00000221452.12	transcript_ENSUAMT00000034093
OG0004987	ENST00000337392.9	transcript_ENSUAMT00000034100
OG0004988	ENST00000592954.1	transcript_ENSUAMT00000034101
OG0004989	ENST00000252486.8	transcript_ENSUAMT00000034109
OG0004990	ENST00000270233.10	transcript_ENSUAMT00000025869
OG0004991	ENST00000270279.7	transcript_ENSUAMT00000025867
OG0004992	ENST00000164227.9	transcript_ENSUAMT00000025864
OG0004993	ENST00000587331.6	transcript_ENSUAMT00000038143
OG0004994	ENST00000403660.3	transcript_ENSUAMT00000010539
OG0004995	ENST00000425690.7	transcript_ENSUAMT00000010542
OG0004996	ENST00000428245.5	transcript_ENSUAMT00000010547
OG0004997	ENST00000221327.8	transcript_ENSUAMT00000024386
OG0004998	ENST00000614049.4	transcript_ENSUAMT00000001778
OG0004999	ENST00000291182.8	transcript_ENSUAMT00000007012
OG0005000	ENST00000337433.9	transcript_ENSUAMT00000019310
OG0005001	ENST00000601181.5	transcript_ENSUAMT00000014889
OG0005002	ENST00000244289.8	transcript_ENSUAMT00000014891
OG0005003	ENST00000251268.10	transcript_ENSUAMT00000014944
OG0005004	ENST00000301204.7	transcript_ENSUAMT00000014954
OG0005005	ENST00000341747.7	transcript_ENSUAMT00000014967
